Products,province,year,avg_total_yearly
"Dried lentils, 900 grams",Saskatchewan,2018,3.0816666666666666
"Dried lentils, 900 grams",Saskatchewan,2019,3.061666666666667
"Dried lentils, 900 grams",Saskatchewan,2020,3.079166666666667
"Dried lentils, 900 grams",Saskatchewan,2021,3.0175
"Dried lentils, 900 grams",Saskatchewan,2022,3.5825
"Dried lentils, 900 grams",Saskatchewan,2023,3.855
"Dried lentils, 900 grams",Saskatchewan,2024,3.84875
"Dry beans and legumes, 900 grams ",Alberta,2017,3.0658333333333334
"Dry beans and legumes, 900 grams ",Alberta,2018,3.0341666666666662
"Dry beans and legumes, 900 grams ",Alberta,2019,3.0883333333333334
"Dry beans and legumes, 900 grams ",Alberta,2020,3.0258333333333334
"Dry beans and legumes, 900 grams ",Alberta,2021,2.890833333333333
"Dry beans and legumes, 900 grams ",Alberta,2022,3.4508333333333336
"Dry beans and legumes, 900 grams ",Alberta,2023,3.5883333333333334
"Dry beans and legumes, 900 grams ",Alberta,2024,3.42
"Dry beans and legumes, 900 grams ",British Columbia,2017,2.9225
"Dry beans and legumes, 900 grams ",British Columbia,2018,3.0041666666666664
"Dry beans and legumes, 900 grams ",British Columbia,2019,3.0341666666666662
"Dry beans and legumes, 900 grams ",British Columbia,2020,2.9958333333333336
"Dry beans and legumes, 900 grams ",British Columbia,2021,2.876666666666667
"Dry beans and legumes, 900 grams ",British Columbia,2022,3.435
"Dry beans and legumes, 900 grams ",British Columbia,2023,3.5516666666666663
"Dry beans and legumes, 900 grams ",British Columbia,2024,3.38625
"Dry beans and legumes, 900 grams ",Manitoba,2017,2.8658333333333332
"Dry beans and legumes, 900 grams ",Manitoba,2018,3.0141666666666667
"Dry beans and legumes, 900 grams ",Manitoba,2019,2.9599999999999995
"Dry beans and legumes, 900 grams ",Manitoba,2020,2.9725
"Dry beans and legumes, 900 grams ",Manitoba,2021,2.8000000000000003
"Dry beans and legumes, 900 grams ",Manitoba,2022,3.42
"Dry beans and legumes, 900 grams ",Manitoba,2023,3.5625
"Dry beans and legumes, 900 grams ",Manitoba,2024,3.38625
"Dry beans and legumes, 900 grams ",New Brunswick,2017,3.605
"Dry beans and legumes, 900 grams ",New Brunswick,2018,3.6283333333333334
"Dry beans and legumes, 900 grams ",New Brunswick,2019,3.535833333333333
"Dry beans and legumes, 900 grams ",New Brunswick,2020,3.5541666666666667
"Dry beans and legumes, 900 grams ",New Brunswick,2021,3.56
"Dry beans and legumes, 900 grams ",New Brunswick,2022,3.6141666666666663
"Dry beans and legumes, 900 grams ",New Brunswick,2023,3.7675
"Dry beans and legumes, 900 grams ",New Brunswick,2024,3.58375
"Dry beans and legumes, 900 grams ",Newfoundland and Labrador,2017,3.325833333333333
"Dry beans and legumes, 900 grams ",Newfoundland and Labrador,2018,3.1975
"Dry beans and legumes, 900 grams ",Newfoundland and Labrador,2019,3.1325
"Dry beans and legumes, 900 grams ",Newfoundland and Labrador,2020,3.358333333333333
"Dry beans and legumes, 900 grams ",Newfoundland and Labrador,2021,3.230833333333333
"Dry beans and legumes, 900 grams ",Newfoundland and Labrador,2022,3.3816666666666664
"Dry beans and legumes, 900 grams ",Newfoundland and Labrador,2023,3.5366666666666666
"Dry beans and legumes, 900 grams ",Newfoundland and Labrador,2024,3.6075
"Dry beans and legumes, 900 grams ",Nova Scotia,2017,3.669166666666667
"Dry beans and legumes, 900 grams ",Nova Scotia,2018,3.605
"Dry beans and legumes, 900 grams ",Nova Scotia,2019,3.4324999999999997
"Dry beans and legumes, 900 grams ",Nova Scotia,2020,3.4408333333333334
"Dry beans and legumes, 900 grams ",Nova Scotia,2021,3.391666666666667
"Dry beans and legumes, 900 grams ",Nova Scotia,2022,3.575833333333333
"Dry beans and legumes, 900 grams ",Nova Scotia,2023,3.7408333333333332
"Dry beans and legumes, 900 grams ",Nova Scotia,2024,3.5725
"Dry beans and legumes, 900 grams ",Ontario,2017,2.69
"Dry beans and legumes, 900 grams ",Ontario,2018,2.7100000000000004
"Dry beans and legumes, 900 grams ",Ontario,2019,2.735
"Dry beans and legumes, 900 grams ",Ontario,2020,2.825833333333333
"Dry beans and legumes, 900 grams ",Ontario,2021,2.845
"Dry beans and legumes, 900 grams ",Ontario,2022,3.355833333333333
"Dry beans and legumes, 900 grams ",Ontario,2023,3.5866666666666664
"Dry beans and legumes, 900 grams ",Ontario,2024,3.39375
"Dry beans and legumes, 900 grams ",Prince Edward Island,2017,3.560833333333333
"Dry beans and legumes, 900 grams ",Prince Edward Island,2018,3.4758333333333336
"Dry beans and legumes, 900 grams ",Prince Edward Island,2019,3.435
"Dry beans and legumes, 900 grams ",Prince Edward Island,2020,3.5208333333333335
"Dry beans and legumes, 900 grams ",Prince Edward Island,2021,3.3775
"Dry beans and legumes, 900 grams ",Prince Edward Island,2022,3.5366666666666666
"Dry beans and legumes, 900 grams ",Prince Edward Island,2023,3.731666666666667
"Dry beans and legumes, 900 grams ",Prince Edward Island,2024,3.5625
"Dry beans and legumes, 900 grams ",Quebec,2017,2.5866666666666664
"Dry beans and legumes, 900 grams ",Quebec,2018,2.5433333333333334
"Dry beans and legumes, 900 grams ",Quebec,2019,2.605
"Dry beans and legumes, 900 grams ",Quebec,2020,2.779166666666667
"Dry beans and legumes, 900 grams ",Quebec,2021,2.8508333333333336
"Dry beans and legumes, 900 grams ",Quebec,2022,3.3433333333333333
"Dry beans and legumes, 900 grams ",Quebec,2023,3.6024999999999996
"Dry beans and legumes, 900 grams ",Quebec,2024,3.33
"Dry beans and legumes, 900 grams ",Saskatchewan,2017,3.0275
"Dry beans and legumes, 900 grams ",Saskatchewan,2018,3.09
"Dry beans and legumes, 900 grams ",Saskatchewan,2019,3.0725
"Dry beans and legumes, 900 grams ",Saskatchewan,2020,2.964166666666667
"Dry beans and legumes, 900 grams ",Saskatchewan,2021,2.8383333333333334
"Dry beans and legumes, 900 grams ",Saskatchewan,2022,3.388333333333333
"Dry beans and legumes, 900 grams ",Saskatchewan,2023,3.5375
"Dry beans and legumes, 900 grams ",Saskatchewan,2024,3.39125
