Products,province,year,avg_total_yearly
"Butter, 454 grams",New Brunswick,2023,5.975833333333333
"Butter, 454 grams",New Brunswick,2024,6.0475
"Butter, 454 grams",Newfoundland and Labrador,2017,4.883333333333334
"Butter, 454 grams",Newfoundland and Labrador,2018,4.6075
"Butter, 454 grams",Newfoundland and Labrador,2019,4.439166666666667
"Butter, 454 grams",Newfoundland and Labrador,2020,4.7375
"Butter, 454 grams",Newfoundland and Labrador,2021,5.066666666666666
"Butter, 454 grams",Newfoundland and Labrador,2022,5.827500000000001
"Butter, 454 grams",Newfoundland and Labrador,2023,6.23
"Butter, 454 grams",Newfoundland and Labrador,2024,6.245
"Butter, 454 grams",Nova Scotia,2017,4.3525
"Butter, 454 grams",Nova Scotia,2018,4.050833333333333
"Butter, 454 grams",Nova Scotia,2019,4.009166666666666
"Butter, 454 grams",Nova Scotia,2020,4.289166666666667
"Butter, 454 grams",Nova Scotia,2021,4.796666666666666
"Butter, 454 grams",Nova Scotia,2022,5.560833333333334
"Butter, 454 grams",Nova Scotia,2023,5.894166666666667
"Butter, 454 grams",Nova Scotia,2024,5.94125
"Butter, 454 grams",Ontario,2017,3.9258333333333333
"Butter, 454 grams",Ontario,2018,3.938333333333333
"Butter, 454 grams",Ontario,2019,4.0424999999999995
"Butter, 454 grams",Ontario,2020,4.335
"Butter, 454 grams",Ontario,2021,4.7525
"Butter, 454 grams",Ontario,2022,5.4316666666666675
"Butter, 454 grams",Ontario,2023,5.95
"Butter, 454 grams",Ontario,2024,5.905
"Butter, 454 grams",Prince Edward Island,2017,4.18
"Butter, 454 grams",Prince Edward Island,2018,3.9516666666666667
"Butter, 454 grams",Prince Edward Island,2019,3.8925
"Butter, 454 grams",Prince Edward Island,2020,4.118333333333333
"Butter, 454 grams",Prince Edward Island,2021,4.6466666666666665
"Butter, 454 grams",Prince Edward Island,2022,5.373333333333334
"Butter, 454 grams",Prince Edward Island,2023,5.729166666666667
"Butter, 454 grams",Prince Edward Island,2024,5.83
"Butter, 454 grams",Quebec,2017,4.1975
"Butter, 454 grams",Quebec,2018,3.919166666666667
"Butter, 454 grams",Quebec,2019,4.0475
"Butter, 454 grams",Quebec,2020,4.3125
"Butter, 454 grams",Quebec,2021,4.6075
"Butter, 454 grams",Quebec,2022,5.395
"Butter, 454 grams",Quebec,2023,5.9675
"Butter, 454 grams",Quebec,2024,5.7125
"Butter, 454 grams",Saskatchewan,2017,4.293333333333334
"Butter, 454 grams",Saskatchewan,2018,4.144166666666667
"Butter, 454 grams",Saskatchewan,2019,4.098333333333334
"Butter, 454 grams",Saskatchewan,2020,4.4475
"Butter, 454 grams",Saskatchewan,2021,4.8625
"Butter, 454 grams",Saskatchewan,2022,5.6875
"Butter, 454 grams",Saskatchewan,2023,6.285
"Butter, 454 grams",Saskatchewan,2024,6.1049999999999995
"Cream, 1 litre",Alberta,2017,3.4758333333333336
"Cream, 1 litre",Alberta,2018,3.6041666666666665
"Cream, 1 litre",Alberta,2019,3.7433333333333336
"Cream, 1 litre",Alberta,2020,3.9316666666666666
"Cream, 1 litre",Alberta,2021,3.9358333333333335
"Cream, 1 litre",Alberta,2022,4.299166666666667
"Cream, 1 litre",Alberta,2023,4.6258333333333335
"Cream, 1 litre",Alberta,2024,4.73
"Cream, 1 litre",British Columbia,2017,3.186666666666667
"Cream, 1 litre",British Columbia,2018,3.3083333333333336
"Cream, 1 litre",British Columbia,2019,3.410833333333333
"Cream, 1 litre",British Columbia,2020,3.545
"Cream, 1 litre",British Columbia,2021,3.5716666666666668
"Cream, 1 litre",British Columbia,2022,4.06
"Cream, 1 litre",British Columbia,2023,4.515833333333333
"Cream, 1 litre",British Columbia,2024,4.535
"Cream, 1 litre",Manitoba,2017,3.4316666666666666
"Cream, 1 litre",Manitoba,2018,3.544166666666667
"Cream, 1 litre",Manitoba,2019,3.65
"Cream, 1 litre",Manitoba,2020,3.829166666666667
"Cream, 1 litre",Manitoba,2021,3.7741666666666664
"Cream, 1 litre",Manitoba,2022,4.158333333333333
"Cream, 1 litre",Manitoba,2023,4.545
"Cream, 1 litre",Manitoba,2024,4.65
"Cream, 1 litre",New Brunswick,2017,3.736666666666667
"Cream, 1 litre",New Brunswick,2018,3.9924999999999997
"Cream, 1 litre",New Brunswick,2019,4.163333333333333
"Cream, 1 litre",New Brunswick,2020,4.256666666666667
"Cream, 1 litre",New Brunswick,2021,4.155
"Cream, 1 litre",New Brunswick,2022,4.443333333333333
"Cream, 1 litre",New Brunswick,2023,4.6066666666666665
"Cream, 1 litre",New Brunswick,2024,4.6325
"Cream, 1 litre",Newfoundland and Labrador,2017,4.7725
"Cream, 1 litre",Newfoundland and Labrador,2018,4.9174999999999995
"Cream, 1 litre",Newfoundland and Labrador,2019,4.9
"Cream, 1 litre",Newfoundland and Labrador,2020,5.139166666666667
"Cream, 1 litre",Newfoundland and Labrador,2021,5.241666666666666
"Cream, 1 litre",Newfoundland and Labrador,2022,5.506666666666667
"Cream, 1 litre",Newfoundland and Labrador,2023,5.796666666666667
"Cream, 1 litre",Newfoundland and Labrador,2024,5.86125
"Cream, 1 litre",Nova Scotia,2017,4.0200000000000005
"Cream, 1 litre",Nova Scotia,2018,4.156666666666667
"Cream, 1 litre",Nova Scotia,2019,4.280833333333333
"Cream, 1 litre",Nova Scotia,2020,4.4383333333333335
"Cream, 1 litre",Nova Scotia,2021,4.5200000000000005
"Cream, 1 litre",Nova Scotia,2022,4.773333333333333
"Cream, 1 litre",Nova Scotia,2023,4.959166666666667
"Cream, 1 litre",Nova Scotia,2024,4.9675
"Cream, 1 litre",Ontario,2017,3.279166666666667
"Cream, 1 litre",Ontario,2018,3.4525
"Cream, 1 litre",Ontario,2019,3.5749999999999997
"Cream, 1 litre",Ontario,2020,3.6041666666666665
"Cream, 1 litre",Ontario,2021,3.811666666666667
"Cream, 1 litre",Ontario,2022,4.015833333333333
"Cream, 1 litre",Ontario,2023,4.385833333333333
"Cream, 1 litre",Ontario,2024,4.3
"Cream, 1 litre",Prince Edward Island,2017,4.0075
"Cream, 1 litre",Prince Edward Island,2018,4.180000000000001
"Cream, 1 litre",Prince Edward Island,2019,4.310833333333333
"Cream, 1 litre",Prince Edward Island,2020,4.465833333333333
"Cream, 1 litre",Prince Edward Island,2021,4.6000000000000005
"Cream, 1 litre",Prince Edward Island,2022,4.945
"Cream, 1 litre",Prince Edward Island,2023,5.090833333333333
"Cream, 1 litre",Prince Edward Island,2024,5.07125
"Cream, 1 litre",Quebec,2017,3.5124999999999997
"Cream, 1 litre",Quebec,2018,3.5583333333333336
"Cream, 1 litre",Quebec,2019,3.5841666666666665
"Cream, 1 litre",Quebec,2020,3.6975
"Cream, 1 litre",Quebec,2021,3.954166666666667
"Cream, 1 litre",Quebec,2022,4.234166666666667
"Cream, 1 litre",Quebec,2023,4.416666666666667
"Cream, 1 litre",Quebec,2024,4.575
"Cream, 1 litre",Saskatchewan,2017,3.4941666666666666
"Cream, 1 litre",Saskatchewan,2018,3.6225
"Cream, 1 litre",Saskatchewan,2019,3.751666666666667
"Cream, 1 litre",Saskatchewan,2020,3.89
"Cream, 1 litre",Saskatchewan,2021,3.9250000000000003
"Cream, 1 litre",Saskatchewan,2022,4.244166666666667
"Cream, 1 litre",Saskatchewan,2023,4.56
"Cream, 1 litre",Saskatchewan,2024,4.68125
"Margarine, 907 grams",Alberta,2017,4.269166666666666
"Margarine, 907 grams",Alberta,2018,4.423333333333333
"Margarine, 907 grams",Alberta,2019,4.346666666666667
"Margarine, 907 grams",Alberta,2020,4.321666666666666
"Margarine, 907 grams",Alberta,2021,4.779166666666667
"Margarine, 907 grams",Alberta,2022,6.315
"Margarine, 907 grams",Alberta,2023,7.378333333333333
"Margarine, 907 grams",Alberta,2024,7.39625
"Margarine, 907 grams",British Columbia,2017,4.229166666666667
"Margarine, 907 grams",British Columbia,2018,4.385833333333333
"Margarine, 907 grams",British Columbia,2019,4.3175
"Margarine, 907 grams",British Columbia,2020,4.388333333333333
"Margarine, 907 grams",British Columbia,2021,4.766666666666667
"Margarine, 907 grams",British Columbia,2022,6.310833333333334
"Margarine, 907 grams",British Columbia,2023,7.3775
"Margarine, 907 grams",British Columbia,2024,7.385
"Margarine, 907 grams",Manitoba,2017,4.1033333333333335
"Margarine, 907 grams",Manitoba,2018,4.301666666666667
"Margarine, 907 grams",Manitoba,2019,4.1433333333333335
"Margarine, 907 grams",Manitoba,2020,4.133333333333333
"Margarine, 907 grams",Manitoba,2021,4.559166666666667
"Margarine, 907 grams",Manitoba,2022,6.150833333333334
"Margarine, 907 grams",Manitoba,2023,7.234166666666667
"Margarine, 907 grams",Manitoba,2024,7.21875
"Margarine, 907 grams",New Brunswick,2017,4.4625
"Margarine, 907 grams",New Brunswick,2018,4.569166666666667
"Margarine, 907 grams",New Brunswick,2019,4.6049999999999995
"Margarine, 907 grams",New Brunswick,2020,4.415833333333333
"Margarine, 907 grams",New Brunswick,2021,5.015
"Margarine, 907 grams",New Brunswick,2022,6.760000000000001
"Margarine, 907 grams",New Brunswick,2023,7.623333333333334
"Margarine, 907 grams",New Brunswick,2024,7.47875
"Margarine, 907 grams",Newfoundland and Labrador,2017,4.3133333333333335
"Margarine, 907 grams",Newfoundland and Labrador,2018,4.341666666666667
"Margarine, 907 grams",Newfoundland and Labrador,2019,4.475833333333333
"Margarine, 907 grams",Newfoundland and Labrador,2020,4.4191666666666665
"Margarine, 907 grams",Newfoundland and Labrador,2021,4.890833333333333
"Margarine, 907 grams",Newfoundland and Labrador,2022,6.541666666666667
"Margarine, 907 grams",Newfoundland and Labrador,2023,7.4366666666666665
"Margarine, 907 grams",Newfoundland and Labrador,2024,7.57
"Margarine, 907 grams",Nova Scotia,2017,4.321666666666666
"Margarine, 907 grams",Nova Scotia,2018,4.433333333333334
"Margarine, 907 grams",Nova Scotia,2019,4.4775
"Margarine, 907 grams",Nova Scotia,2020,4.303333333333334
"Margarine, 907 grams",Nova Scotia,2021,4.9591666666666665
"Margarine, 907 grams",Nova Scotia,2022,6.676666666666667
"Margarine, 907 grams",Nova Scotia,2023,7.6308333333333325
"Margarine, 907 grams",Nova Scotia,2024,7.57125
"Margarine, 907 grams",Ontario,2017,4.300833333333333
"Margarine, 907 grams",Ontario,2018,4.341666666666667
"Margarine, 907 grams",Ontario,2019,4.4366666666666665
"Margarine, 907 grams",Ontario,2020,4.443333333333333
"Margarine, 907 grams",Ontario,2021,4.8775
"Margarine, 907 grams",Ontario,2022,6.576666666666667
"Margarine, 907 grams",Ontario,2023,7.6475
"Margarine, 907 grams",Ontario,2024,7.3475
"Margarine, 907 grams",Prince Edward Island,2017,4.4558333333333335
"Margarine, 907 grams",Prince Edward Island,2018,4.5216666666666665
"Margarine, 907 grams",Prince Edward Island,2019,4.545833333333333
"Margarine, 907 grams",Prince Edward Island,2020,4.414166666666667
"Margarine, 907 grams",Prince Edward Island,2021,5.06
"Margarine, 907 grams",Prince Edward Island,2022,6.8075
"Margarine, 907 grams",Prince Edward Island,2023,7.7683333333333335
"Margarine, 907 grams",Prince Edward Island,2024,7.67875
"Margarine, 907 grams",Quebec,2017,4.2250000000000005
"Margarine, 907 grams",Quebec,2018,4.316666666666666
"Margarine, 907 grams",Quebec,2019,4.3675
"Margarine, 907 grams",Quebec,2020,4.4591666666666665
"Margarine, 907 grams",Quebec,2021,4.8566666666666665
"Margarine, 907 grams",Quebec,2022,6.265000000000001
"Margarine, 907 grams",Quebec,2023,7.104166666666667
"Margarine, 907 grams",Quebec,2024,7.21875
"Margarine, 907 grams",Saskatchewan,2017,4.1466666666666665
"Margarine, 907 grams",Saskatchewan,2018,4.259166666666666
"Margarine, 907 grams",Saskatchewan,2019,4.163333333333333
"Margarine, 907 grams",Saskatchewan,2020,4.158333333333333
"Margarine, 907 grams",Saskatchewan,2021,4.585
"Margarine, 907 grams",Saskatchewan,2022,6.123333333333334
"Margarine, 907 grams",Saskatchewan,2023,7.160833333333334
"Margarine, 907 grams",Saskatchewan,2024,7.14875
"Milk, 4 litres",Alberta,2017,4.863333333333333
"Milk, 4 litres",Alberta,2018,4.894166666666666
"Milk, 4 litres",Alberta,2019,4.8825
"Milk, 4 litres",Alberta,2020,4.9575000000000005
"Milk, 4 litres",Alberta,2021,5.0725
"Milk, 4 litres",Alberta,2022,5.603333333333333
"Milk, 4 litres",Alberta,2023,5.94
"Milk, 4 litres",Alberta,2024,5.93625
"Milk, 4 litres",British Columbia,2017,4.805000000000001
"Milk, 4 litres",British Columbia,2018,4.851666666666667
"Milk, 4 litres",British Columbia,2019,4.840833333333333
"Milk, 4 litres",British Columbia,2020,4.9
"Milk, 4 litres",British Columbia,2021,5.011666666666667
"Milk, 4 litres",British Columbia,2022,5.6000000000000005
"Milk, 4 litres",British Columbia,2023,5.875
"Milk, 4 litres",British Columbia,2024,5.82125
"Milk, 4 litres",Manitoba,2017,4.736666666666667
"Milk, 4 litres",Manitoba,2018,4.758333333333334
"Milk, 4 litres",Manitoba,2019,4.705
"Milk, 4 litres",Manitoba,2020,4.721666666666667
"Milk, 4 litres",Manitoba,2021,4.8725
"Milk, 4 litres",Manitoba,2022,5.2091666666666665
"Milk, 4 litres",Manitoba,2023,5.6816666666666675
"Milk, 4 litres",Manitoba,2024,5.80375
"Milk, 4 litres",New Brunswick,2017,6.761666666666667
"Milk, 4 litres",New Brunswick,2018,6.848333333333333
"Milk, 4 litres",New Brunswick,2019,6.9558333333333335
"Milk, 4 litres",New Brunswick,2020,7.1000000000000005
"Milk, 4 litres",New Brunswick,2021,7.322499999999999
"Milk, 4 litres",New Brunswick,2022,7.878333333333333
"Milk, 4 litres",New Brunswick,2023,8.295
"Milk, 4 litres",New Brunswick,2024,8.3825
"Milk, 4 litres",Nova Scotia,2017,5.8374999999999995
"Milk, 4 litres",Nova Scotia,2018,5.700833333333333
"Milk, 4 litres",Nova Scotia,2019,5.628333333333334
"Milk, 4 litres",Nova Scotia,2020,5.816666666666666
"Milk, 4 litres",Nova Scotia,2021,5.994166666666666
"Milk, 4 litres",Nova Scotia,2022,6.445833333333333
"Milk, 4 litres",Nova Scotia,2023,6.926666666666667
"Milk, 4 litres",Nova Scotia,2024,7.0575
"Milk, 4 litres",Ontario,2017,4.705
"Milk, 4 litres",Ontario,2018,4.7775
"Milk, 4 litres",Ontario,2019,4.849166666666666
"Milk, 4 litres",Ontario,2020,4.9750000000000005
"Milk, 4 litres",Ontario,2021,5.1433333333333335
"Milk, 4 litres",Ontario,2022,5.820833333333333
"Milk, 4 litres",Ontario,2023,6.239166666666667
"Milk, 4 litres",Ontario,2024,6.41125
"Milk, 4 litres",Prince Edward Island,2017,7.201666666666667
"Milk, 4 litres",Prince Edward Island,2018,7.3308333333333335
"Milk, 4 litres",Prince Edward Island,2019,7.333333333333333
"Milk, 4 litres",Prince Edward Island,2020,7.3425
"Milk, 4 litres",Prince Edward Island,2021,7.595
"Milk, 4 litres",Prince Edward Island,2022,8.215833333333334
"Milk, 4 litres",Prince Edward Island,2023,8.739166666666668
"Milk, 4 litres",Prince Edward Island,2024,8.88625
"Milk, 4 litres",Quebec,2017,6.52
"Milk, 4 litres",Quebec,2018,6.645
"Milk, 4 litres",Quebec,2019,6.79
"Milk, 4 litres",Quebec,2020,6.926666666666667
"Milk, 4 litres",Quebec,2021,7.136666666666667
"Milk, 4 litres",Quebec,2022,7.604166666666667
"Milk, 4 litres",Quebec,2023,7.873333333333334
"Milk, 4 litres",Quebec,2024,8.015
"Milk, 4 litres",Saskatchewan,2017,4.783333333333333
"Milk, 4 litres",Saskatchewan,2018,4.855833333333333
"Milk, 4 litres",Saskatchewan,2019,4.846666666666667
"Milk, 4 litres",Saskatchewan,2020,4.904166666666667
"Milk, 4 litres",Saskatchewan,2021,5.071666666666666
"Milk, 4 litres",Saskatchewan,2022,5.34
"Milk, 4 litres",Saskatchewan,2023,5.679166666666667
"Milk, 4 litres",Saskatchewan,2024,5.78125
"Yogurt, 500 grams",Alberta,2017,2.7591666666666668
"Yogurt, 500 grams",Alberta,2018,2.8008333333333333
"Yogurt, 500 grams",Alberta,2019,2.83
"Yogurt, 500 grams",Alberta,2020,2.840833333333333
"Yogurt, 500 grams",Alberta,2021,2.8966666666666665
"Yogurt, 500 grams",Alberta,2022,3.089166666666667
"Yogurt, 500 grams",Alberta,2023,3.285833333333333
"Yogurt, 500 grams",Alberta,2024,3.4825
"Yogurt, 500 grams",British Columbia,2017,2.685
"Yogurt, 500 grams",British Columbia,2018,2.7274999999999996
"Yogurt, 500 grams",British Columbia,2019,2.74
"Yogurt, 500 grams",British Columbia,2020,2.765833333333333
"Yogurt, 500 grams",British Columbia,2021,2.876666666666667
"Yogurt, 500 grams",British Columbia,2022,3.123333333333333
"Yogurt, 500 grams",British Columbia,2023,3.3441666666666667
"Yogurt, 500 grams",British Columbia,2024,3.485
"Yogurt, 500 grams",Manitoba,2017,2.7191666666666667
"Yogurt, 500 grams",Manitoba,2018,2.751666666666667
"Yogurt, 500 grams",Manitoba,2019,2.7383333333333333
"Yogurt, 500 grams",Manitoba,2020,2.7475
"Yogurt, 500 grams",Manitoba,2021,2.7758333333333334
"Yogurt, 500 grams",Manitoba,2022,3.0091666666666668
"Yogurt, 500 grams",Manitoba,2023,3.22
"Yogurt, 500 grams",Manitoba,2024,3.43
"Yogurt, 500 grams",New Brunswick,2017,2.983333333333333
"Yogurt, 500 grams",New Brunswick,2018,2.9916666666666667
"Yogurt, 500 grams",New Brunswick,2019,3.061666666666667
"Yogurt, 500 grams",New Brunswick,2020,3.0749999999999997
"Yogurt, 500 grams",New Brunswick,2021,3.2091666666666665
"Yogurt, 500 grams",New Brunswick,2022,3.4600000000000004
"Yogurt, 500 grams",New Brunswick,2023,3.7416666666666667
"Yogurt, 500 grams",New Brunswick,2024,3.7775
"Yogurt, 500 grams",Newfoundland and Labrador,2017,3.2008333333333336
"Yogurt, 500 grams",Newfoundland and Labrador,2018,3.171666666666667
"Yogurt, 500 grams",Newfoundland and Labrador,2019,3.214166666666667
"Yogurt, 500 grams",Newfoundland and Labrador,2020,3.2575000000000003
"Yogurt, 500 grams",Newfoundland and Labrador,2021,3.3633333333333333
"Yogurt, 500 grams",Newfoundland and Labrador,2022,3.6133333333333333
"Yogurt, 500 grams",Newfoundland and Labrador,2023,3.8575
"Yogurt, 500 grams",Newfoundland and Labrador,2024,3.98125
"Yogurt, 500 grams",Nova Scotia,2017,2.9433333333333334
"Yogurt, 500 grams",Nova Scotia,2018,2.965
"Yogurt, 500 grams",Nova Scotia,2019,3.0133333333333336
"Yogurt, 500 grams",Nova Scotia,2020,3.0066666666666664
"Yogurt, 500 grams",Nova Scotia,2021,3.1491666666666664
"Yogurt, 500 grams",Nova Scotia,2022,3.4125
"Yogurt, 500 grams",Nova Scotia,2023,3.658333333333333
"Yogurt, 500 grams",Nova Scotia,2024,3.66875
"Yogurt, 500 grams",Ontario,2017,2.4033333333333333
"Yogurt, 500 grams",Ontario,2018,2.361666666666667
"Yogurt, 500 grams",Ontario,2019,2.410833333333333
"Yogurt, 500 grams",Ontario,2020,2.486666666666667
"Yogurt, 500 grams",Ontario,2021,2.5833333333333335
"Yogurt, 500 grams",Ontario,2022,2.8341666666666665
"Yogurt, 500 grams",Ontario,2023,3.080833333333333
"Yogurt, 500 grams",Ontario,2024,3.35125
"Yogurt, 500 grams",Prince Edward Island,2017,2.9458333333333333
"Yogurt, 500 grams",Prince Edward Island,2018,2.9858333333333333
"Yogurt, 500 grams",Prince Edward Island,2019,3.0399999999999996
"Yogurt, 500 grams",Prince Edward Island,2020,3.0475
"Yogurt, 500 grams",Prince Edward Island,2021,3.1966666666666668
"Yogurt, 500 grams",Prince Edward Island,2022,3.485
"Yogurt, 500 grams",Prince Edward Island,2023,3.715
"Yogurt, 500 grams",Prince Edward Island,2024,3.7175
"Yogurt, 500 grams",Quebec,2017,2.6266666666666665
"Yogurt, 500 grams",Quebec,2018,2.6016666666666666
"Yogurt, 500 grams",Quebec,2019,2.7116666666666664
"Yogurt, 500 grams",Quebec,2020,2.7600000000000002
"Yogurt, 500 grams",Quebec,2021,2.875
"Yogurt, 500 grams",Quebec,2022,3.0366666666666666
"Yogurt, 500 grams",Quebec,2023,3.2541666666666664
"Yogurt, 500 grams",Quebec,2024,3.425
"Yogurt, 500 grams",Saskatchewan,2017,2.736666666666667
"Yogurt, 500 grams",Saskatchewan,2018,2.7399999999999998
"Yogurt, 500 grams",Saskatchewan,2019,2.7408333333333332
"Yogurt, 500 grams",Saskatchewan,2020,2.7416666666666667
"Yogurt, 500 grams",Saskatchewan,2021,2.779166666666667
"Yogurt, 500 grams",Saskatchewan,2022,3.0058333333333334
"Yogurt, 500 grams",Saskatchewan,2023,3.2325
"Yogurt, 500 grams",Saskatchewan,2024,3.4025
