Products,province,year,avg_total_yearly
"Ketchup, 1 litre",Quebec,2022,4.099166666666666
"Ketchup, 1 litre",Quebec,2023,4.605833333333334
"Ketchup, 1 litre",Quebec,2024,4.8375
"Ketchup, 1 litre",Saskatchewan,2017,2.9416666666666664
"Ketchup, 1 litre",Saskatchewan,2018,3.140833333333333
"Ketchup, 1 litre",Saskatchewan,2019,3.1199999999999997
"Ketchup, 1 litre",Saskatchewan,2020,3.1141666666666663
"Ketchup, 1 litre",Saskatchewan,2021,3.214166666666667
"Ketchup, 1 litre",Saskatchewan,2022,3.893333333333333
"Ketchup, 1 litre",Saskatchewan,2023,4.197500000000001
"Ketchup, 1 litre",Saskatchewan,2024,4.4799999999999995
"Mayonnaise, 890 millilitres ",Alberta,2017,4.545
"Mayonnaise, 890 millilitres ",Alberta,2018,4.535833333333334
"Mayonnaise, 890 millilitres ",Alberta,2019,4.4375
"Mayonnaise, 890 millilitres ",Alberta,2020,4.406666666666667
"Mayonnaise, 890 millilitres ",Alberta,2021,4.7825
"Mayonnaise, 890 millilitres ",Alberta,2022,5.850833333333334
"Mayonnaise, 890 millilitres ",Alberta,2023,6.386666666666667
"Mayonnaise, 890 millilitres ",Alberta,2024,6.2524999999999995
"Mayonnaise, 890 millilitres ",British Columbia,2017,4.4991666666666665
"Mayonnaise, 890 millilitres ",British Columbia,2018,4.5200000000000005
"Mayonnaise, 890 millilitres ",British Columbia,2019,4.444166666666667
"Mayonnaise, 890 millilitres ",British Columbia,2020,4.4525
"Mayonnaise, 890 millilitres ",British Columbia,2021,4.765833333333333
"Mayonnaise, 890 millilitres ",British Columbia,2022,5.903333333333333
"Mayonnaise, 890 millilitres ",British Columbia,2023,6.390833333333333
"Mayonnaise, 890 millilitres ",British Columbia,2024,6.2875
"Mayonnaise, 890 millilitres ",Manitoba,2017,4.415
"Mayonnaise, 890 millilitres ",Manitoba,2018,4.420833333333333
"Mayonnaise, 890 millilitres ",Manitoba,2019,4.238333333333333
"Mayonnaise, 890 millilitres ",Manitoba,2020,4.201666666666667
"Mayonnaise, 890 millilitres ",Manitoba,2021,4.5175
"Mayonnaise, 890 millilitres ",Manitoba,2022,5.551666666666667
"Mayonnaise, 890 millilitres ",Manitoba,2023,6.115833333333334
"Mayonnaise, 890 millilitres ",Manitoba,2024,6.05
"Mayonnaise, 890 millilitres ",New Brunswick,2017,4.076666666666667
"Mayonnaise, 890 millilitres ",New Brunswick,2018,4.191666666666667
"Mayonnaise, 890 millilitres ",New Brunswick,2019,4.299166666666667
"Mayonnaise, 890 millilitres ",New Brunswick,2020,4.433333333333334
"Mayonnaise, 890 millilitres ",New Brunswick,2021,4.824166666666667
"Mayonnaise, 890 millilitres ",New Brunswick,2022,5.995
"Mayonnaise, 890 millilitres ",New Brunswick,2023,6.591666666666666
"Mayonnaise, 890 millilitres ",New Brunswick,2024,6.455
"Mayonnaise, 890 millilitres ",Newfoundland and Labrador,2017,3.8425
"Mayonnaise, 890 millilitres ",Newfoundland and Labrador,2018,3.9783333333333335
"Mayonnaise, 890 millilitres ",Newfoundland and Labrador,2019,4.001666666666666
"Mayonnaise, 890 millilitres ",Newfoundland and Labrador,2020,4.099166666666666
"Mayonnaise, 890 millilitres ",Newfoundland and Labrador,2021,4.530833333333333
"Mayonnaise, 890 millilitres ",Newfoundland and Labrador,2022,5.375
"Mayonnaise, 890 millilitres ",Newfoundland and Labrador,2023,6.091666666666666
"Mayonnaise, 890 millilitres ",Newfoundland and Labrador,2024,5.9675
"Mayonnaise, 890 millilitres ",Nova Scotia,2017,3.9791666666666665
"Mayonnaise, 890 millilitres ",Nova Scotia,2018,4.1125
"Mayonnaise, 890 millilitres ",Nova Scotia,2019,4.155833333333333
"Mayonnaise, 890 millilitres ",Nova Scotia,2020,4.273333333333333
"Mayonnaise, 890 millilitres ",Nova Scotia,2021,4.72
"Mayonnaise, 890 millilitres ",Nova Scotia,2022,5.835
"Mayonnaise, 890 millilitres ",Nova Scotia,2023,6.468333333333334
"Mayonnaise, 890 millilitres ",Nova Scotia,2024,6.3462499999999995
"Mayonnaise, 890 millilitres ",Ontario,2017,4.155833333333333
"Mayonnaise, 890 millilitres ",Ontario,2018,4.301666666666667
"Mayonnaise, 890 millilitres ",Ontario,2019,4.3549999999999995
"Mayonnaise, 890 millilitres ",Ontario,2020,4.507499999999999
"Mayonnaise, 890 millilitres ",Ontario,2021,4.845833333333333
"Mayonnaise, 890 millilitres ",Ontario,2022,6.016666666666667
"Mayonnaise, 890 millilitres ",Ontario,2023,6.511666666666667
"Mayonnaise, 890 millilitres ",Ontario,2024,6.29875
"Mayonnaise, 890 millilitres ",Prince Edward Island,2017,4.03
"Mayonnaise, 890 millilitres ",Prince Edward Island,2018,4.170833333333333
"Mayonnaise, 890 millilitres ",Prince Edward Island,2019,4.239166666666667
"Mayonnaise, 890 millilitres ",Prince Edward Island,2020,4.3425
"Mayonnaise, 890 millilitres ",Prince Edward Island,2021,4.769166666666666
"Mayonnaise, 890 millilitres ",Prince Edward Island,2022,5.914166666666667
"Mayonnaise, 890 millilitres ",Prince Edward Island,2023,6.5275
"Mayonnaise, 890 millilitres ",Prince Edward Island,2024,6.48
"Mayonnaise, 890 millilitres ",Quebec,2017,4.3075
"Mayonnaise, 890 millilitres ",Quebec,2018,4.378333333333333
"Mayonnaise, 890 millilitres ",Quebec,2019,4.4783333333333335
"Mayonnaise, 890 millilitres ",Quebec,2020,4.676666666666667
"Mayonnaise, 890 millilitres ",Quebec,2021,4.8975
"Mayonnaise, 890 millilitres ",Quebec,2022,6.103333333333333
"Mayonnaise, 890 millilitres ",Quebec,2023,6.346666666666667
"Mayonnaise, 890 millilitres ",Quebec,2024,6.29
"Mayonnaise, 890 millilitres ",Saskatchewan,2017,4.435
"Mayonnaise, 890 millilitres ",Saskatchewan,2018,4.3975
"Mayonnaise, 890 millilitres ",Saskatchewan,2019,4.306666666666667
"Mayonnaise, 890 millilitres ",Saskatchewan,2020,4.264166666666667
"Mayonnaise, 890 millilitres ",Saskatchewan,2021,4.586666666666667
"Mayonnaise, 890 millilitres ",Saskatchewan,2022,5.68
"Mayonnaise, 890 millilitres ",Saskatchewan,2023,6.2225
"Mayonnaise, 890 millilitres ",Saskatchewan,2024,6.07125
"Pasta sauce, 650 millilitres",Alberta,2017,2.158333333333333
"Pasta sauce, 650 millilitres",Alberta,2018,2.138333333333333
"Pasta sauce, 650 millilitres",Alberta,2019,2.19
"Pasta sauce, 650 millilitres",Alberta,2020,2.3541666666666665
"Pasta sauce, 650 millilitres",Alberta,2021,2.3433333333333333
"Pasta sauce, 650 millilitres",Alberta,2022,2.591666666666667
"Pasta sauce, 650 millilitres",Alberta,2023,3.0408333333333335
"Pasta sauce, 650 millilitres",Alberta,2024,3.0325
"Pasta sauce, 650 millilitres",British Columbia,2017,2.194166666666667
"Pasta sauce, 650 millilitres",British Columbia,2018,2.1633333333333336
"Pasta sauce, 650 millilitres",British Columbia,2019,2.220833333333333
"Pasta sauce, 650 millilitres",British Columbia,2020,2.3074999999999997
"Pasta sauce, 650 millilitres",British Columbia,2021,2.3658333333333332
"Pasta sauce, 650 millilitres",British Columbia,2022,2.6791666666666667
"Pasta sauce, 650 millilitres",British Columbia,2023,3.106666666666667
"Pasta sauce, 650 millilitres",British Columbia,2024,3.0612500000000002
"Pasta sauce, 650 millilitres",Manitoba,2017,2.0733333333333333
"Pasta sauce, 650 millilitres",Manitoba,2018,2.0416666666666665
"Pasta sauce, 650 millilitres",Manitoba,2019,1.9958333333333333
"Pasta sauce, 650 millilitres",Manitoba,2020,2.1766666666666667
"Pasta sauce, 650 millilitres",Manitoba,2021,2.1616666666666666
"Pasta sauce, 650 millilitres",Manitoba,2022,2.44
"Pasta sauce, 650 millilitres",Manitoba,2023,2.8233333333333337
"Pasta sauce, 650 millilitres",Manitoba,2024,2.8362499999999997
"Pasta sauce, 650 millilitres",New Brunswick,2017,2.15
"Pasta sauce, 650 millilitres",New Brunswick,2018,2.186666666666667
"Pasta sauce, 650 millilitres",New Brunswick,2019,2.325833333333333
"Pasta sauce, 650 millilitres",New Brunswick,2020,2.44
"Pasta sauce, 650 millilitres",New Brunswick,2021,2.5608333333333335
"Pasta sauce, 650 millilitres",New Brunswick,2022,2.855
"Pasta sauce, 650 millilitres",New Brunswick,2023,3.1983333333333337
"Pasta sauce, 650 millilitres",New Brunswick,2024,3.14125
"Pasta sauce, 650 millilitres",Newfoundland and Labrador,2017,2.0433333333333334
"Pasta sauce, 650 millilitres",Newfoundland and Labrador,2018,2.049166666666667
"Pasta sauce, 650 millilitres",Newfoundland and Labrador,2019,2.1366666666666667
"Pasta sauce, 650 millilitres",Newfoundland and Labrador,2020,2.2866666666666666
"Pasta sauce, 650 millilitres",Newfoundland and Labrador,2021,2.379166666666667
"Pasta sauce, 650 millilitres",Newfoundland and Labrador,2022,2.6333333333333333
"Pasta sauce, 650 millilitres",Newfoundland and Labrador,2023,3.0050000000000003
"Pasta sauce, 650 millilitres",Newfoundland and Labrador,2024,2.96625
"Pasta sauce, 650 millilitres",Nova Scotia,2017,2.0875
"Pasta sauce, 650 millilitres",Nova Scotia,2018,2.1241666666666665
"Pasta sauce, 650 millilitres",Nova Scotia,2019,2.231666666666667
"Pasta sauce, 650 millilitres",Nova Scotia,2020,2.3575
"Pasta sauce, 650 millilitres",Nova Scotia,2021,2.475
"Pasta sauce, 650 millilitres",Nova Scotia,2022,2.7133333333333334
"Pasta sauce, 650 millilitres",Nova Scotia,2023,3.0691666666666664
"Pasta sauce, 650 millilitres",Nova Scotia,2024,3.0375
"Pasta sauce, 650 millilitres",Ontario,2017,1.9466666666666665
"Pasta sauce, 650 millilitres",Ontario,2018,1.9425
"Pasta sauce, 650 millilitres",Ontario,2019,2.0225
"Pasta sauce, 650 millilitres",Ontario,2020,2.2066666666666666
"Pasta sauce, 650 millilitres",Ontario,2021,2.28
"Pasta sauce, 650 millilitres",Ontario,2022,2.629166666666667
"Pasta sauce, 650 millilitres",Ontario,2023,3.0841666666666665
"Pasta sauce, 650 millilitres",Ontario,2024,3.01625
"Pasta sauce, 650 millilitres",Prince Edward Island,2017,2.1133333333333333
"Pasta sauce, 650 millilitres",Prince Edward Island,2018,2.1641666666666666
"Pasta sauce, 650 millilitres",Prince Edward Island,2019,2.268333333333333
"Pasta sauce, 650 millilitres",Prince Edward Island,2020,2.3983333333333334
"Pasta sauce, 650 millilitres",Prince Edward Island,2021,2.53
"Pasta sauce, 650 millilitres",Prince Edward Island,2022,2.8491666666666666
"Pasta sauce, 650 millilitres",Prince Edward Island,2023,3.17
"Pasta sauce, 650 millilitres",Prince Edward Island,2024,3.11
"Pasta sauce, 650 millilitres",Quebec,2017,2.3925
"Pasta sauce, 650 millilitres",Quebec,2018,2.54
"Pasta sauce, 650 millilitres",Quebec,2019,2.5933333333333333
"Pasta sauce, 650 millilitres",Quebec,2020,2.7308333333333334
"Pasta sauce, 650 millilitres",Quebec,2021,2.98
"Pasta sauce, 650 millilitres",Quebec,2022,3.1841666666666666
"Pasta sauce, 650 millilitres",Quebec,2023,3.5083333333333333
"Pasta sauce, 650 millilitres",Quebec,2024,3.6975
"Pasta sauce, 650 millilitres",Saskatchewan,2017,2.111666666666667
"Pasta sauce, 650 millilitres",Saskatchewan,2018,2.0366666666666666
"Pasta sauce, 650 millilitres",Saskatchewan,2019,2.0908333333333333
"Pasta sauce, 650 millilitres",Saskatchewan,2020,2.1766666666666667
"Pasta sauce, 650 millilitres",Saskatchewan,2021,2.2116666666666664
"Pasta sauce, 650 millilitres",Saskatchewan,2022,2.4833333333333334
"Pasta sauce, 650 millilitres",Saskatchewan,2023,2.8608333333333333
"Pasta sauce, 650 millilitres",Saskatchewan,2024,2.85
"Salad dressing, 475 millilitres",Alberta,2017,2.4541666666666666
"Salad dressing, 475 millilitres",Alberta,2018,2.4483333333333333
"Salad dressing, 475 millilitres",Alberta,2019,2.4858333333333333
"Salad dressing, 475 millilitres",Alberta,2020,2.535833333333333
"Salad dressing, 475 millilitres",Alberta,2021,2.7191666666666667
"Salad dressing, 475 millilitres",Alberta,2022,3.266666666666667
"Salad dressing, 475 millilitres",Alberta,2023,3.3958333333333335
"Salad dressing, 475 millilitres",Alberta,2024,3.54375
"Salad dressing, 475 millilitres",British Columbia,2017,2.3491666666666666
"Salad dressing, 475 millilitres",British Columbia,2018,2.3625000000000003
"Salad dressing, 475 millilitres",British Columbia,2019,2.4025
"Salad dressing, 475 millilitres",British Columbia,2020,2.430833333333333
"Salad dressing, 475 millilitres",British Columbia,2021,2.6175
"Salad dressing, 475 millilitres",British Columbia,2022,3.19
"Salad dressing, 475 millilitres",British Columbia,2023,3.330833333333333
"Salad dressing, 475 millilitres",British Columbia,2024,3.4775
"Salad dressing, 475 millilitres",Manitoba,2017,2.404166666666667
"Salad dressing, 475 millilitres",Manitoba,2018,2.401666666666667
"Salad dressing, 475 millilitres",Manitoba,2019,2.4033333333333333
"Salad dressing, 475 millilitres",Manitoba,2020,2.4141666666666666
"Salad dressing, 475 millilitres",Manitoba,2021,2.5816666666666666
"Salad dressing, 475 millilitres",Manitoba,2022,3.1316666666666664
"Salad dressing, 475 millilitres",Manitoba,2023,3.2358333333333333
"Salad dressing, 475 millilitres",Manitoba,2024,3.4275
"Salad dressing, 475 millilitres",New Brunswick,2017,2.5483333333333333
"Salad dressing, 475 millilitres",New Brunswick,2018,2.5483333333333333
"Salad dressing, 475 millilitres",New Brunswick,2019,2.660833333333333
"Salad dressing, 475 millilitres",New Brunswick,2020,2.8225
"Salad dressing, 475 millilitres",New Brunswick,2021,3.1174999999999997
"Salad dressing, 475 millilitres",New Brunswick,2022,3.5091666666666668
"Salad dressing, 475 millilitres",New Brunswick,2023,3.7383333333333333
"Salad dressing, 475 millilitres",New Brunswick,2024,3.74375
"Salad dressing, 475 millilitres",Newfoundland and Labrador,2017,2.6033333333333335
"Salad dressing, 475 millilitres",Newfoundland and Labrador,2018,2.5625
"Salad dressing, 475 millilitres",Newfoundland and Labrador,2019,2.66
"Salad dressing, 475 millilitres",Newfoundland and Labrador,2020,2.7550000000000003
"Salad dressing, 475 millilitres",Newfoundland and Labrador,2021,3.0525
"Salad dressing, 475 millilitres",Newfoundland and Labrador,2022,3.4341666666666666
"Salad dressing, 475 millilitres",Newfoundland and Labrador,2023,3.6799999999999997
"Salad dressing, 475 millilitres",Newfoundland and Labrador,2024,3.665
"Salad dressing, 475 millilitres",Nova Scotia,2017,2.5391666666666666
"Salad dressing, 475 millilitres",Nova Scotia,2018,2.5116666666666667
"Salad dressing, 475 millilitres",Nova Scotia,2019,2.6041666666666665
"Salad dressing, 475 millilitres",Nova Scotia,2020,2.7641666666666667
"Salad dressing, 475 millilitres",Nova Scotia,2021,3.0708333333333333
"Salad dressing, 475 millilitres",Nova Scotia,2022,3.4891666666666663
"Salad dressing, 475 millilitres",Nova Scotia,2023,3.6616666666666666
"Salad dressing, 475 millilitres",Nova Scotia,2024,3.7025
"Salad dressing, 475 millilitres",Ontario,2017,2.3183333333333334
"Salad dressing, 475 millilitres",Ontario,2018,2.3383333333333334
"Salad dressing, 475 millilitres",Ontario,2019,2.4475000000000002
"Salad dressing, 475 millilitres",Ontario,2020,2.5708333333333333
"Salad dressing, 475 millilitres",Ontario,2021,2.7325
"Salad dressing, 475 millilitres",Ontario,2022,3.2733333333333334
"Salad dressing, 475 millilitres",Ontario,2023,3.395
"Salad dressing, 475 millilitres",Ontario,2024,3.3225
"Salad dressing, 475 millilitres",Prince Edward Island,2017,2.558333333333333
"Salad dressing, 475 millilitres",Prince Edward Island,2018,2.526666666666667
"Salad dressing, 475 millilitres",Prince Edward Island,2019,2.624166666666667
"Salad dressing, 475 millilitres",Prince Edward Island,2020,2.7775
"Salad dressing, 475 millilitres",Prince Edward Island,2021,3.0749999999999997
"Salad dressing, 475 millilitres",Prince Edward Island,2022,3.515833333333333
"Salad dressing, 475 millilitres",Prince Edward Island,2023,3.6966666666666668
"Salad dressing, 475 millilitres",Prince Edward Island,2024,3.73625
"Salad dressing, 475 millilitres",Quebec,2017,2.4533333333333336
"Salad dressing, 475 millilitres",Quebec,2018,2.5366666666666666
"Salad dressing, 475 millilitres",Quebec,2019,2.4916666666666667
"Salad dressing, 475 millilitres",Quebec,2020,2.6991666666666667
"Salad dressing, 475 millilitres",Quebec,2021,2.7541666666666664
"Salad dressing, 475 millilitres",Quebec,2022,3.2416666666666667
"Salad dressing, 475 millilitres",Quebec,2023,3.410833333333333
"Salad dressing, 475 millilitres",Quebec,2024,3.1775
"Salad dressing, 475 millilitres",Saskatchewan,2017,2.39
"Salad dressing, 475 millilitres",Saskatchewan,2018,2.3766666666666665
"Salad dressing, 475 millilitres",Saskatchewan,2019,2.408333333333333
"Salad dressing, 475 millilitres",Saskatchewan,2020,2.4625
"Salad dressing, 475 millilitres",Saskatchewan,2021,2.6149999999999998
"Salad dressing, 475 millilitres",Saskatchewan,2022,3.1558333333333333
"Salad dressing, 475 millilitres",Saskatchewan,2023,3.265
"Salad dressing, 475 millilitres",Saskatchewan,2024,3.4362500000000002
"Salsa, 418 millilitres",Alberta,2017,3.2566666666666664
"Salsa, 418 millilitres",Alberta,2018,3.2016666666666667
"Salsa, 418 millilitres",Alberta,2019,3.26
"Salsa, 418 millilitres",Alberta,2020,3.3800000000000003
"Salsa, 418 millilitres",Alberta,2021,3.4441666666666664
"Salsa, 418 millilitres",Alberta,2022,3.9775000000000005
"Salsa, 418 millilitres",Alberta,2023,4.661666666666666
"Salsa, 418 millilitres",Alberta,2024,4.755
"Salsa, 418 millilitres",British Columbia,2017,3.24
"Salsa, 418 millilitres",British Columbia,2018,3.2283333333333335
"Salsa, 418 millilitres",British Columbia,2019,3.2458333333333336
"Salsa, 418 millilitres",British Columbia,2020,3.35
"Salsa, 418 millilitres",British Columbia,2021,3.419166666666667
"Salsa, 418 millilitres",British Columbia,2022,3.9
"Salsa, 418 millilitres",British Columbia,2023,4.559166666666667
"Salsa, 418 millilitres",British Columbia,2024,4.68125
"Salsa, 418 millilitres",Manitoba,2017,3.1733333333333333
"Salsa, 418 millilitres",Manitoba,2018,3.1
"Salsa, 418 millilitres",Manitoba,2019,3.1316666666666664
"Salsa, 418 millilitres",Manitoba,2020,3.2591666666666668
"Salsa, 418 millilitres",Manitoba,2021,3.3141666666666665
"Salsa, 418 millilitres",Manitoba,2022,3.9
"Salsa, 418 millilitres",Manitoba,2023,4.585833333333333
"Salsa, 418 millilitres",Manitoba,2024,4.671250000000001
"Salsa, 418 millilitres",New Brunswick,2017,3.1958333333333333
"Salsa, 418 millilitres",New Brunswick,2018,3.1566666666666667
"Salsa, 418 millilitres",New Brunswick,2019,3.3608333333333333
"Salsa, 418 millilitres",New Brunswick,2020,3.5816666666666666
"Salsa, 418 millilitres",New Brunswick,2021,3.6666666666666665
"Salsa, 418 millilitres",New Brunswick,2022,4.031666666666667
"Salsa, 418 millilitres",New Brunswick,2023,4.845833333333333
"Salsa, 418 millilitres",New Brunswick,2024,4.8125
"Salsa, 418 millilitres",Newfoundland and Labrador,2017,3.2358333333333333
"Salsa, 418 millilitres",Newfoundland and Labrador,2018,3.1833333333333336
"Salsa, 418 millilitres",Newfoundland and Labrador,2019,3.3775
"Salsa, 418 millilitres",Newfoundland and Labrador,2020,3.5583333333333336
"Salsa, 418 millilitres",Newfoundland and Labrador,2021,3.655
"Salsa, 418 millilitres",Newfoundland and Labrador,2022,4.05
"Salsa, 418 millilitres",Newfoundland and Labrador,2023,4.729166666666667
"Salsa, 418 millilitres",Newfoundland and Labrador,2024,4.8
"Salsa, 418 millilitres",Nova Scotia,2017,3.1891666666666665
"Salsa, 418 millilitres",Nova Scotia,2018,3.16
"Salsa, 418 millilitres",Nova Scotia,2019,3.3691666666666666
"Salsa, 418 millilitres",Nova Scotia,2020,3.5500000000000003
"Salsa, 418 millilitres",Nova Scotia,2021,3.635
"Salsa, 418 millilitres",Nova Scotia,2022,4.023333333333333
"Salsa, 418 millilitres",Nova Scotia,2023,4.776666666666666
"Salsa, 418 millilitres",Nova Scotia,2024,4.79875
"Salsa, 418 millilitres",Ontario,2017,3.1024999999999996
"Salsa, 418 millilitres",Ontario,2018,3.1833333333333336
"Salsa, 418 millilitres",Ontario,2019,3.314166666666667
"Salsa, 418 millilitres",Ontario,2020,3.4525
"Salsa, 418 millilitres",Ontario,2021,3.4983333333333335
"Salsa, 418 millilitres",Ontario,2022,3.985
"Salsa, 418 millilitres",Ontario,2023,4.745833333333334
"Salsa, 418 millilitres",Ontario,2024,4.60625
"Salsa, 418 millilitres",Prince Edward Island,2017,3.225
"Salsa, 418 millilitres",Prince Edward Island,2018,3.2091666666666665
"Salsa, 418 millilitres",Prince Edward Island,2019,3.3891666666666667
"Salsa, 418 millilitres",Prince Edward Island,2020,3.6174999999999997
"Salsa, 418 millilitres",Prince Edward Island,2021,3.703333333333333
"Salsa, 418 millilitres",Prince Edward Island,2022,4.0841666666666665
"Salsa, 418 millilitres",Prince Edward Island,2023,4.829166666666667
"Salsa, 418 millilitres",Prince Edward Island,2024,4.8275
"Salsa, 418 millilitres",Quebec,2017,3.0275
"Salsa, 418 millilitres",Quebec,2018,2.9616666666666664
"Salsa, 418 millilitres",Quebec,2019,3.1791666666666667
"Salsa, 418 millilitres",Quebec,2020,3.405
"Salsa, 418 millilitres",Quebec,2021,3.421666666666667
"Salsa, 418 millilitres",Quebec,2022,3.936666666666667
"Salsa, 418 millilitres",Quebec,2023,4.485
"Salsa, 418 millilitres",Quebec,2024,4.39
"Salsa, 418 millilitres",Saskatchewan,2017,3.204166666666667
"Salsa, 418 millilitres",Saskatchewan,2018,3.125833333333333
"Salsa, 418 millilitres",Saskatchewan,2019,3.1875
"Salsa, 418 millilitres",Saskatchewan,2020,3.3125
"Salsa, 418 millilitres",Saskatchewan,2021,3.314166666666667
"Salsa, 418 millilitres",Saskatchewan,2022,3.905
"Salsa, 418 millilitres",Saskatchewan,2023,4.613333333333333
"Salsa, 418 millilitres",Saskatchewan,2024,4.6
"Vegetable oil, 3 litres",Alberta,2017,9.394166666666667
"Vegetable oil, 3 litres",Alberta,2018,8.987499999999999
"Vegetable oil, 3 litres",Alberta,2019,8.019166666666667
"Vegetable oil, 3 litres",Alberta,2020,7.5825
"Vegetable oil, 3 litres",Alberta,2021,9.8025
"Vegetable oil, 3 litres",Alberta,2022,13.5675
"Vegetable oil, 3 litres",Alberta,2023,14.444166666666668
"Vegetable oil, 3 litres",Alberta,2024,13.01125
"Vegetable oil, 3 litres",British Columbia,2017,10.138333333333334
"Vegetable oil, 3 litres",British Columbia,2018,9.4425
"Vegetable oil, 3 litres",British Columbia,2019,8.071666666666667
"Vegetable oil, 3 litres",British Columbia,2020,7.535
"Vegetable oil, 3 litres",British Columbia,2021,9.828333333333333
"Vegetable oil, 3 litres",British Columbia,2022,13.445833333333333
"Vegetable oil, 3 litres",British Columbia,2023,14.305
"Vegetable oil, 3 litres",British Columbia,2024,13.10125
"Vegetable oil, 3 litres",Manitoba,2017,9.7475
"Vegetable oil, 3 litres",Manitoba,2018,9.123333333333333
"Vegetable oil, 3 litres",Manitoba,2019,7.702500000000001
"Vegetable oil, 3 litres",Manitoba,2020,7.586666666666667
"Vegetable oil, 3 litres",Manitoba,2021,9.713333333333333
"Vegetable oil, 3 litres",Manitoba,2022,13.222499999999998
"Vegetable oil, 3 litres",Manitoba,2023,14.2525
"Vegetable oil, 3 litres",Manitoba,2024,12.9175
"Vegetable oil, 3 litres",New Brunswick,2017,7.325833333333333
