Products,province,avg_total
"Brown rice, 900 grams ",Nova Scotia,5.345978260869565
"Brown rice, 900 grams ",Ontario,4.8058695652173915
"Brown rice, 900 grams ",Prince Edward Island,5.365217391304348
"Brown rice, 900 grams ",Quebec,4.750869565217391
"Brown rice, 900 grams ",Saskatchewan,4.914891304347826
"Butter, 454 grams",Alberta,5.061521739130435
"Butter, 454 grams",British Columbia,5.038152173913043
"Butter, 454 grams",Manitoba,4.930978260869565
"Butter, 454 grams",New Brunswick,4.8948913043478255
"Butter, 454 grams",Newfoundland and Labrador,5.2115217391304345
"Butter, 454 grams",Nova Scotia,4.814891304347826
"Butter, 454 grams",Ontario,4.736413043478261
"Butter, 454 grams",Prince Edward Island,4.666739130434783
"Butter, 454 grams",Quebec,4.7289130434782605
"Butter, 454 grams",Saskatchewan,4.94195652173913
"Cabbage, per kilogram",Alberta,2.464891304347826
"Cabbage, per kilogram",British Columbia,2.50804347826087
"Cabbage, per kilogram",Manitoba,2.352065217391304
"Cabbage, per kilogram",New Brunswick,2.55
"Cabbage, per kilogram",Newfoundland and Labrador,2.595326086956522
"Cabbage, per kilogram",Nova Scotia,2.490978260869565
"Cabbage, per kilogram",Ontario,2.1754347826086957
"Cabbage, per kilogram",Prince Edward Island,2.5181521739130432
"Cabbage, per kilogram",Quebec,2.347717391304348
"Cabbage, per kilogram",Saskatchewan,2.5067391304347826
"Canned baked beans, 398 millilitres",Alberta,1.4255434782608696
"Canned baked beans, 398 millilitres",British Columbia,1.4186956521739131
"Canned baked beans, 398 millilitres",Manitoba,1.3748913043478261
"Canned baked beans, 398 millilitres",New Brunswick,1.5506521739130434
"Canned baked beans, 398 millilitres",Newfoundland and Labrador,1.485108695652174
"Canned baked beans, 398 millilitres",Nova Scotia,1.5269565217391303
"Canned baked beans, 398 millilitres",Ontario,1.370978260869565
"Canned baked beans, 398 millilitres",Prince Edward Island,1.5311956521739132
"Canned baked beans, 398 millilitres",Quebec,1.343586956521739
"Canned baked beans, 398 millilitres",Saskatchewan,1.3884782608695652
"Canned beans and lentils, 540 millilitres",Alberta,1.3696739130434783
"Canned beans and lentils, 540 millilitres",British Columbia,1.3668478260869565
"Canned beans and lentils, 540 millilitres",Manitoba,1.3459782608695652
"Canned beans and lentils, 540 millilitres",New Brunswick,1.5426086956521738
"Canned beans and lentils, 540 millilitres",Newfoundland and Labrador,1.5477173913043476
"Canned beans and lentils, 540 millilitres",Nova Scotia,1.5311956521739132
"Canned beans and lentils, 540 millilitres",Ontario,1.3031521739130434
"Canned beans and lentils, 540 millilitres",Prince Edward Island,1.5393478260869566
"Canned beans and lentils, 540 millilitres",Quebec,1.3618478260869564
"Canned beans and lentils, 540 millilitres",Saskatchewan,1.3581521739130435
"Canned corn, 341 millilitres",Alberta,1.321195652173913
"Canned corn, 341 millilitres",British Columbia,1.3108695652173912
"Canned corn, 341 millilitres",Manitoba,1.2769565217391305
"Canned corn, 341 millilitres",New Brunswick,1.3797826086956522
"Canned corn, 341 millilitres",Newfoundland and Labrador,1.3429347826086957
"Canned corn, 341 millilitres",Nova Scotia,1.3506521739130435
"Canned corn, 341 millilitres",Ontario,1.2604347826086957
"Canned corn, 341 millilitres",Prince Edward Island,1.378586956521739
"Canned corn, 341 millilitres",Quebec,1.3077173913043478
"Canned corn, 341 millilitres",Saskatchewan,1.2846739130434783
"Canned peach, 398 millilitres",Alberta,2.2809782608695652
"Canned peach, 398 millilitres",British Columbia,2.2281521739130437
"Canned peach, 398 millilitres",Manitoba,2.231413043478261
"Canned peach, 398 millilitres",New Brunswick,2.3602173913043476
"Canned peach, 398 millilitres",Newfoundland and Labrador,2.371521739130435
"Canned peach, 398 millilitres",Nova Scotia,2.357173913043478
"Canned peach, 398 millilitres",Ontario,2.199239130434783
"Canned peach, 398 millilitres",Prince Edward Island,2.379891304347826
"Canned peach, 398 millilitres",Quebec,2.2431521739130433
"Canned peach, 398 millilitres",Saskatchewan,2.183478260869565
"Canned pear, 398 millilitres",Alberta,2.3116304347826087
"Canned pear, 398 millilitres",British Columbia,2.284891304347826
"Canned pear, 398 millilitres",Manitoba,2.2693478260869564
"Canned pear, 398 millilitres",New Brunswick,2.3607608695652176
"Canned pear, 398 millilitres",Newfoundland and Labrador,2.387608695652174
"Canned pear, 398 millilitres",Nova Scotia,2.3540217391304346
"Canned pear, 398 millilitres",Ontario,2.305869565217391
"Canned pear, 398 millilitres",Prince Edward Island,2.38304347826087
"Canned pear, 398 millilitres",Quebec,2.2963043478260867
"Canned pear, 398 millilitres",Saskatchewan,2.2280434782608696
"Canned salmon, 213 grams",Alberta,4.2382608695652175
"Canned salmon, 213 grams",British Columbia,4.361304347826087
"Canned salmon, 213 grams",Manitoba,4.306195652173913
"Canned salmon, 213 grams",New Brunswick,4.377391304347826
"Canned salmon, 213 grams",Newfoundland and Labrador,3.930108695652174
"Canned salmon, 213 grams",Nova Scotia,4.290978260869565
"Canned salmon, 213 grams",Ontario,4.258369565217391
"Canned salmon, 213 grams",Prince Edward Island,4.421956521739131
"Canned salmon, 213 grams",Quebec,4.169891304347826
"Canned salmon, 213 grams",Saskatchewan,4.135108695652174
"Canned soup, 284 millilitres",Alberta,1.5485869565217392
"Canned soup, 284 millilitres",British Columbia,1.5675000000000001
"Canned soup, 284 millilitres",Manitoba,1.513804347826087
"Canned soup, 284 millilitres",New Brunswick,1.1980434782608695
"Canned soup, 284 millilitres",Newfoundland and Labrador,1.1727173913043478
"Canned soup, 284 millilitres",Nova Scotia,1.2267391304347826
"Canned soup, 284 millilitres",Ontario,1.1848913043478262
"Canned soup, 284 millilitres",Prince Edward Island,1.2307608695652175
"Canned soup, 284 millilitres",Quebec,1.0166304347826087
"Canned soup, 284 millilitres",Saskatchewan,1.5806521739130432
"Canned tomatoes, 796 millilitres",Alberta,1.5875000000000001
"Canned tomatoes, 796 millilitres",British Columbia,1.6134782608695653
"Canned tomatoes, 796 millilitres",Manitoba,1.5114130434782609
"Canned tomatoes, 796 millilitres",New Brunswick,1.6790217391304347
"Canned tomatoes, 796 millilitres",Newfoundland and Labrador,1.6459782608695652
"Canned tomatoes, 796 millilitres",Nova Scotia,1.664782608695652
"Canned tomatoes, 796 millilitres",Ontario,1.5299999999999998
"Canned tomatoes, 796 millilitres",Prince Edward Island,1.688586956521739
"Canned tomatoes, 796 millilitres",Quebec,1.6317391304347826
"Canned tomatoes, 796 millilitres",Saskatchewan,1.5382608695652176
"Canned tuna, 170 grams",Alberta,1.7129347826086956
"Canned tuna, 170 grams",British Columbia,1.7554347826086956
"Canned tuna, 170 grams",Manitoba,1.626195652173913
"Canned tuna, 170 grams",New Brunswick,1.9580434782608693
"Canned tuna, 170 grams",Newfoundland and Labrador,1.7680434782608696
"Canned tuna, 170 grams",Nova Scotia,1.8883695652173913
"Canned tuna, 170 grams",Ontario,1.6967391304347825
"Canned tuna, 170 grams",Prince Edward Island,1.9845652173913042
"Canned tuna, 170 grams",Quebec,1.648586956521739
"Canned tuna, 170 grams",Saskatchewan,1.6457608695652173
"Canola oil, 3 litres",Alberta,8.08445652173913
"Canola oil, 3 litres",British Columbia,8.200652173913044
"Canola oil, 3 litres",Manitoba,7.865217391304348
"Canola oil, 3 litres",New Brunswick,11.449021739130433
"Canola oil, 3 litres",Newfoundland and Labrador,11.931521739130435
"Canola oil, 3 litres",Nova Scotia,12.009565217391305
"Canola oil, 3 litres",Ontario,9.361739130434783
"Canola oil, 3 litres",Prince Edward Island,11.912608695652175
"Canola oil, 3 litres",Quebec,9.674021739130435
"Canola oil, 3 litres",Saskatchewan,7.888260869565218
"Cantaloupe, unit",Alberta,3.428260869565217
"Cantaloupe, unit",British Columbia,3.4456521739130435
"Cantaloupe, unit",Manitoba,3.366739130434783
"Cantaloupe, unit",New Brunswick,3.688804347826087
"Cantaloupe, unit",Newfoundland and Labrador,3.9689130434782607
"Cantaloupe, unit",Nova Scotia,3.6295652173913044
"Cantaloupe, unit",Ontario,2.872391304347826
"Cantaloupe, unit",Prince Edward Island,3.694130434782609
"Cantaloupe, unit",Quebec,3.0830434782608696
"Cantaloupe, unit",Saskatchewan,3.4643478260869567
"Carrots, 1.36 kilograms",Alberta,4.160108695652174
"Carrots, 1.36 kilograms",British Columbia,4.204891304347826
"Carrots, 1.36 kilograms",Manitoba,4.006521739130435
"Carrots, 1.36 kilograms",New Brunswick,3.2782608695652176
"Carrots, 1.36 kilograms",Newfoundland and Labrador,3.681413043478261
"Carrots, 1.36 kilograms",Nova Scotia,3.217826086956522
"Carrots, 1.36 kilograms",Ontario,3.057608695652174
"Carrots, 1.36 kilograms",Prince Edward Island,3.238369565217391
"Carrots, 1.36 kilograms",Quebec,3.239347826086956
"Carrots, 1.36 kilograms",Saskatchewan,4.1521739130434785
"Celery, unit",Alberta,2.85695652173913
"Celery, unit",British Columbia,2.8180434782608694
"Celery, unit",Manitoba,2.7344565217391303
"Celery, unit",New Brunswick,3.2480434782608696
"Celery, unit",Newfoundland and Labrador,3.6222826086956523
"Celery, unit",Nova Scotia,3.3056521739130433
"Celery, unit",Ontario,2.8907608695652174
"Celery, unit",Prince Edward Island,3.29445652173913
"Celery, unit",Quebec,2.6395652173913042
"Celery, unit",Saskatchewan,2.8531521739130437
"Cereal, 400 grams",Alberta,3.527608695652174
"Cereal, 400 grams",British Columbia,3.517065217391304
"Cereal, 400 grams",Manitoba,3.4546739130434783
"Cereal, 400 grams",New Brunswick,3.6267391304347827
"Cereal, 400 grams",Newfoundland and Labrador,3.7231521739130438
"Cereal, 400 grams",Nova Scotia,3.58
"Cereal, 400 grams",Ontario,3.4400000000000004
"Cereal, 400 grams",Prince Edward Island,3.5602173913043482
"Cereal, 400 grams",Quebec,3.601086956521739
"Cereal, 400 grams",Saskatchewan,3.4930434782608697
"Chicken breasts, per kilogram",Alberta,14.370434782608696
"Chicken breasts, per kilogram",British Columbia,14.455978260869566
"Chicken breasts, per kilogram",Manitoba,13.770108695652173
"Chicken breasts, per kilogram",New Brunswick,11.794021739130434
"Chicken breasts, per kilogram",Newfoundland and Labrador,12.772608695652172
"Chicken breasts, per kilogram",Nova Scotia,11.784673913043479
"Chicken breasts, per kilogram",Ontario,12.51304347826087
"Chicken breasts, per kilogram",Prince Edward Island,11.859347826086957
"Chicken breasts, per kilogram",Quebec,12.751739130434784
"Chicken breasts, per kilogram",Saskatchewan,13.564347826086957
"Chicken drumsticks, per kilogram",Alberta,6.750543478260869
"Chicken drumsticks, per kilogram",British Columbia,6.7760869565217385
"Chicken drumsticks, per kilogram",Manitoba,6.59804347826087
"Chicken drumsticks, per kilogram",New Brunswick,5.966521739130434
"Chicken drumsticks, per kilogram",Newfoundland and Labrador,6.53554347826087
"Chicken drumsticks, per kilogram",Nova Scotia,6.006521739130435
"Chicken drumsticks, per kilogram",Ontario,6.340978260869565
"Chicken drumsticks, per kilogram",Prince Edward Island,6.089347826086957
"Chicken drumsticks, per kilogram",Quebec,5.988913043478261
"Chicken drumsticks, per kilogram",Saskatchewan,6.406956521739131
"Chicken thigh, per kilogram",Alberta,10.785217391304348
"Chicken thigh, per kilogram",British Columbia,11.015217391304347
"Chicken thigh, per kilogram",Manitoba,9.975760869565217
"Chicken thigh, per kilogram",New Brunswick,8.084239130434783
"Chicken thigh, per kilogram",Newfoundland and Labrador,7.414021739130435
"Chicken thigh, per kilogram",Nova Scotia,8.32141304347826
"Chicken thigh, per kilogram",Ontario,10.163260869565217
"Chicken thigh, per kilogram",Prince Edward Island,8.319891304347825
"Chicken thigh, per kilogram",Quebec,10.620652173913044
"Chicken thigh, per kilogram",Saskatchewan,9.621956521739131
"Cookies and sweet biscuits, 300 grams ",Alberta,2.82
"Cookies and sweet biscuits, 300 grams ",British Columbia,2.804239130434783
"Cookies and sweet biscuits, 300 grams ",Manitoba,2.6953260869565216
"Cookies and sweet biscuits, 300 grams ",New Brunswick,2.9974999999999996
"Cookies and sweet biscuits, 300 grams ",Newfoundland and Labrador,3.0119565217391306
"Cookies and sweet biscuits, 300 grams ",Nova Scotia,2.9918478260869565
"Cookies and sweet biscuits, 300 grams ",Ontario,2.6863043478260873
"Cookies and sweet biscuits, 300 grams ",Prince Edward Island,3.0155434782608697
"Cookies and sweet biscuits, 300 grams ",Quebec,2.742826086956522
"Cookies and sweet biscuits, 300 grams ",Saskatchewan,2.729673913043478
"Crackers and crisp breads, 200 grams ",Alberta,2.5157608695652174
"Crackers and crisp breads, 200 grams ",British Columbia,2.4993478260869564
"Crackers and crisp breads, 200 grams ",Manitoba,2.453586956521739
"Crackers and crisp breads, 200 grams ",New Brunswick,2.7088043478260873
"Crackers and crisp breads, 200 grams ",Newfoundland and Labrador,2.6492391304347827
"Crackers and crisp breads, 200 grams ",Nova Scotia,2.677282608695652
"Crackers and crisp breads, 200 grams ",Ontario,2.4910869565217393
"Crackers and crisp breads, 200 grams ",Prince Edward Island,2.698804347826087
"Crackers and crisp breads, 200 grams ",Quebec,2.615978260869565
"Crackers and crisp breads, 200 grams ",Saskatchewan,2.491739130434783
"Cream, 1 litre",Alberta,4.013369565217391
"Cream, 1 litre",British Columbia,3.733260869565217
"Cream, 1 litre",Manitoba,3.917282608695652
"Cream, 1 litre",New Brunswick,4.231630434782609
"Cream, 1 litre",Newfoundland and Labrador,5.241086956521739
"Cream, 1 litre",Nova Scotia,4.494782608695652
"Cream, 1 litre",Ontario,3.7814130434782607
"Cream, 1 litre",Prince Edward Island,4.562717391304347
"Cream, 1 litre",Quebec,3.9140217391304346
"Cream, 1 litre",Saskatchewan,3.992391304347826
"Cucumber, unit",Alberta,1.8463043478260872
"Cucumber, unit",British Columbia,1.9319565217391306
"Cucumber, unit",Manitoba,1.7107608695652172
"Cucumber, unit",New Brunswick,1.7718478260869563
"Cucumber, unit",Newfoundland and Labrador,2.0531521739130434
"Cucumber, unit",Nova Scotia,1.7668478260869567
"Cucumber, unit",Ontario,1.442608695652174
"Cucumber, unit",Prince Edward Island,1.7869565217391306
"Cucumber, unit",Quebec,1.4952173913043478
"Cucumber, unit",Saskatchewan,1.8223913043478261
"Deodorant, 85 grams",Alberta,5.870108695652173
"Deodorant, 85 grams",British Columbia,5.81054347826087
"Deodorant, 85 grams",Manitoba,5.620760869565218
"Deodorant, 85 grams",New Brunswick,5.802173913043478
"Deodorant, 85 grams",Newfoundland and Labrador,5.714891304347826
"Deodorant, 85 grams",Nova Scotia,5.840760869565218
"Deodorant, 85 grams",Ontario,5.624673913043479
"Deodorant, 85 grams",Prince Edward Island,5.760652173913043
"Deodorant, 85 grams",Quebec,5.385652173913043
"Deodorant, 85 grams",Saskatchewan,5.758913043478262
"Dried lentils, 900 grams",Alberta,3.2985869565217394
"Dried lentils, 900 grams",British Columbia,3.531739130434783
"Dried lentils, 900 grams",Manitoba,3.229891304347826
"Dried lentils, 900 grams",New Brunswick,3.5459782608695654
"Dried lentils, 900 grams",Newfoundland and Labrador,3.563913043478261
"Dried lentils, 900 grams",Nova Scotia,3.4979347826086955
"Dried lentils, 900 grams",Ontario,3.254456521739131
"Dried lentils, 900 grams",Prince Edward Island,3.5089130434782607
"Dried lentils, 900 grams",Quebec,3.426630434782609
"Dried lentils, 900 grams",Saskatchewan,3.2842391304347824
"Dry beans and legumes, 900 grams ",Alberta,3.1857608695652173
"Dry beans and legumes, 900 grams ",British Columbia,3.1405434782608697
"Dry beans and legumes, 900 grams ",Manitoba,3.111195652173913
"Dry beans and legumes, 900 grams ",New Brunswick,3.6070652173913045
"Dry beans and legumes, 900 grams ",Newfoundland and Labrador,3.335
"Dry beans and legumes, 900 grams ",Nova Scotia,3.552717391304348
"Dry beans and legumes, 900 grams ",Ontario,3.001413043478261
"Dry beans and legumes, 900 grams ",Prince Edward Island,3.5234782608695654
"Dry beans and legumes, 900 grams ",Quebec,2.938804347826087
"Dry beans and legumes, 900 grams ",Saskatchewan,3.1538043478260867
"Dry or fresh pasta, 500 grams",Alberta,2.7897826086956523
"Dry or fresh pasta, 500 grams",British Columbia,2.916195652173913
"Dry or fresh pasta, 500 grams",Manitoba,2.6275
"Dry or fresh pasta, 500 grams",New Brunswick,2.679891304347826
"Dry or fresh pasta, 500 grams",Newfoundland and Labrador,2.752608695652174
"Dry or fresh pasta, 500 grams",Nova Scotia,2.8372826086956517
"Dry or fresh pasta, 500 grams",Ontario,2.7304347826086954
"Dry or fresh pasta, 500 grams",Prince Edward Island,2.8895652173913042
"Dry or fresh pasta, 500 grams",Quebec,2.6822826086956524
"Dry or fresh pasta, 500 grams",Saskatchewan,2.703804347826087
"Eggs, 1 dozen",Alberta,4.039239130434782
"Eggs, 1 dozen",British Columbia,4.508152173913044
"Eggs, 1 dozen",Manitoba,3.7334782608695654
"Eggs, 1 dozen",New Brunswick,3.9780434782608696
"Eggs, 1 dozen",Newfoundland and Labrador,4.090108695652174
"Eggs, 1 dozen",Nova Scotia,4.104456521739131
"Eggs, 1 dozen",Ontario,3.7671739130434783
"Eggs, 1 dozen",Prince Edward Island,4.075108695652174
"Eggs, 1 dozen",Quebec,3.4495652173913043
"Eggs, 1 dozen",Saskatchewan,3.7718478260869563
"Flatbread and pita, 500 grams ",Alberta,3.7498913043478264
"Flatbread and pita, 500 grams ",British Columbia,3.6056521739130436
"Flatbread and pita, 500 grams ",Manitoba,3.5521739130434784
"Flatbread and pita, 500 grams ",New Brunswick,3.9940217391304347
"Flatbread and pita, 500 grams ",Newfoundland and Labrador,4.088260869565217
"Flatbread and pita, 500 grams ",Nova Scotia,3.8566304347826086
"Flatbread and pita, 500 grams ",Ontario,2.930978260869565
"Flatbread and pita, 500 grams ",Prince Edward Island,3.8814130434782608
"Flatbread and pita, 500 grams ",Quebec,2.8408695652173916
"Flatbread and pita, 500 grams ",Saskatchewan,3.6279347826086954
"Frozen broccoli, 500 grams",Alberta,3.3932608695652173
"Frozen broccoli, 500 grams",British Columbia,3.406195652173913
"Frozen broccoli, 500 grams",Manitoba,3.3275
"Frozen broccoli, 500 grams",New Brunswick,3.3925
"Frozen broccoli, 500 grams",Newfoundland and Labrador,3.420434782608696
"Frozen broccoli, 500 grams",Nova Scotia,3.3716304347826087
"Frozen broccoli, 500 grams",Ontario,3.3229347826086952
"Frozen broccoli, 500 grams",Prince Edward Island,3.382826086956522
"Frozen broccoli, 500 grams",Quebec,3.54804347826087
"Frozen broccoli, 500 grams",Saskatchewan,3.3555434782608695
"Frozen corn, 750 grams ",Alberta,3.052826086956522
"Frozen corn, 750 grams ",British Columbia,3.1208695652173915
"Frozen corn, 750 grams ",Manitoba,2.953586956521739
"Frozen corn, 750 grams ",New Brunswick,3.2761956521739135
"Frozen corn, 750 grams ",Newfoundland and Labrador,3.2643478260869565
"Frozen corn, 750 grams ",Nova Scotia,3.233695652173913
"Frozen corn, 750 grams ",Ontario,3.0500000000000003
"Frozen corn, 750 grams ",Prince Edward Island,3.2620652173913043
"Frozen corn, 750 grams ",Quebec,3.3375
"Frozen corn, 750 grams ",Saskatchewan,2.972717391304348
"Frozen french fried potatoes, 750 grams",Alberta,2.5596739130434782
"Frozen french fried potatoes, 750 grams",British Columbia,2.5831521739130436
"Frozen french fried potatoes, 750 grams",Manitoba,2.4106521739130433
"Frozen french fried potatoes, 750 grams",New Brunswick,2.6491304347826086
"Frozen french fried potatoes, 750 grams",Newfoundland and Labrador,2.5125
"Frozen french fried potatoes, 750 grams",Nova Scotia,2.589782608695652
"Frozen french fried potatoes, 750 grams",Ontario,2.444021739130435
"Frozen french fried potatoes, 750 grams",Prince Edward Island,2.671521739130435
"Frozen french fried potatoes, 750 grams",Quebec,2.7036956521739133
"Frozen french fried potatoes, 750 grams",Saskatchewan,2.3493478260869565
"Frozen green beans, 750 grams",Alberta,3.2189130434782607
"Frozen green beans, 750 grams",British Columbia,3.200978260869565
"Frozen green beans, 750 grams",Manitoba,3.1480434782608695
"Frozen green beans, 750 grams",New Brunswick,3.9847826086956526
"Frozen green beans, 750 grams",Newfoundland and Labrador,4.163913043478261
"Frozen green beans, 750 grams",Nova Scotia,3.824130434782609
"Frozen green beans, 750 grams",Ontario,3.4790217391304346
