REF_DATE,GEO,Products,VALUE
2017-06-01,Canada,"White rice, 2 kilograms",7.08
2017-07-01,Canada,"White rice, 2 kilograms",7.15
2017-08-01,Canada,"White rice, 2 kilograms",7.08
2017-09-01,Canada,"White rice, 2 kilograms",7.09
2017-10-01,Canada,"White rice, 2 kilograms",7.2
2017-11-01,Canada,"White rice, 2 kilograms",7.25
2017-12-01,Canada,"White rice, 2 kilograms",7.28
2018-01-01,Canada,"White rice, 2 kilograms",7.27
2018-02-01,Canada,"White rice, 2 kilograms",7.31
2018-03-01,Canada,"White rice, 2 kilograms",7.35
2018-04-01,Canada,"White rice, 2 kilograms",7.34
2018-05-01,Canada,"White rice, 2 kilograms",7.28
2018-06-01,Canada,"White rice, 2 kilograms",7.21
2018-07-01,Canada,"White rice, 2 kilograms",7.41
2018-08-01,Canada,"White rice, 2 kilograms",7.27
2018-09-01,Canada,"White rice, 2 kilograms",7.28
2018-10-01,Canada,"White rice, 2 kilograms",7.46
2018-11-01,Canada,"White rice, 2 kilograms",7.44
2018-12-01,Canada,"White rice, 2 kilograms",7.34
2019-01-01,Canada,"White rice, 2 kilograms",7.54
2019-02-01,Canada,"White rice, 2 kilograms",7.54
2019-03-01,Canada,"White rice, 2 kilograms",7.58
2019-04-01,Canada,"White rice, 2 kilograms",7.44
2019-05-01,Canada,"White rice, 2 kilograms",7.51
2019-06-01,Canada,"White rice, 2 kilograms",7.44
2019-07-01,Canada,"White rice, 2 kilograms",7.43
2019-08-01,Canada,"White rice, 2 kilograms",7.44
2019-09-01,Canada,"White rice, 2 kilograms",7.33
2019-10-01,Canada,"White rice, 2 kilograms",7.45
2019-11-01,Canada,"White rice, 2 kilograms",7.77
2019-12-01,Canada,"White rice, 2 kilograms",8.03
2020-01-01,Canada,"White rice, 2 kilograms",8.14
2020-02-01,Canada,"White rice, 2 kilograms",8.21
2020-03-01,Canada,"White rice, 2 kilograms",8.1
2020-04-01,Canada,"White rice, 2 kilograms",8.41
2020-05-01,Canada,"White rice, 2 kilograms",8.43
2020-06-01,Canada,"White rice, 2 kilograms",8.47
2020-07-01,Canada,"White rice, 2 kilograms",8.45
2020-08-01,Canada,"White rice, 2 kilograms",8.17
2020-09-01,Canada,"White rice, 2 kilograms",8.2
2020-10-01,Canada,"White rice, 2 kilograms",8.18
2020-11-01,Canada,"White rice, 2 kilograms",8.3
2020-12-01,Canada,"White rice, 2 kilograms",8.27
2021-01-01,Canada,"White rice, 2 kilograms",8.52
2021-02-01,Canada,"White rice, 2 kilograms",8.46
2021-03-01,Canada,"White rice, 2 kilograms",8.35
2021-04-01,Canada,"White rice, 2 kilograms",8.32
2021-05-01,Canada,"White rice, 2 kilograms",8.35
2021-06-01,Canada,"White rice, 2 kilograms",8.29
2021-07-01,Canada,"White rice, 2 kilograms",8.43
2021-08-01,Canada,"White rice, 2 kilograms",8.39
2021-09-01,Canada,"White rice, 2 kilograms",8.21
2021-10-01,Canada,"White rice, 2 kilograms",8.45
2021-11-01,Canada,"White rice, 2 kilograms",8.52
2021-12-01,Canada,"White rice, 2 kilograms",8.53
2022-01-01,Canada,"White rice, 2 kilograms",8.8
2022-02-01,Canada,"White rice, 2 kilograms",9.09
2022-03-01,Canada,"White rice, 2 kilograms",9.18
2022-04-01,Canada,"White rice, 2 kilograms",9.42
2022-05-01,Canada,"White rice, 2 kilograms",9.32
2022-06-01,Canada,"White rice, 2 kilograms",9.35
2022-07-01,Canada,"White rice, 2 kilograms",9.41
2022-08-01,Canada,"White rice, 2 kilograms",9.31
2022-09-01,Canada,"White rice, 2 kilograms",9.55
2022-10-01,Canada,"White rice, 2 kilograms",9.32
2022-11-01,Canada,"White rice, 2 kilograms",9.56
2022-12-01,Canada,"White rice, 2 kilograms",9.42
2023-01-01,Canada,"White rice, 2 kilograms",9.78
2023-02-01,Canada,"White rice, 2 kilograms",9.55
2023-03-01,Canada,"White rice, 2 kilograms",9.71
2023-04-01,Canada,"White rice, 2 kilograms",9.47
2023-05-01,Canada,"White rice, 2 kilograms",9.95
2023-06-01,Canada,"White rice, 2 kilograms",9.6
2023-07-01,Canada,"White rice, 2 kilograms",9.69
2023-08-01,Canada,"White rice, 2 kilograms",9.67
2023-09-01,Canada,"White rice, 2 kilograms",9.84
2023-10-01,Canada,"White rice, 2 kilograms",9.65
2023-11-01,Canada,"White rice, 2 kilograms",9.63
2023-12-01,Canada,"White rice, 2 kilograms",9.53
2024-01-01,Canada,"White rice, 2 kilograms",9.62
2024-02-01,Canada,"White rice, 2 kilograms",9.47
2024-03-01,Canada,"White rice, 2 kilograms",9.43
2024-04-01,Canada,"White rice, 2 kilograms",9.59
2024-05-01,Canada,"White rice, 2 kilograms",7.67
2024-06-01,Canada,"White rice, 2 kilograms",6.46
2024-07-01,Canada,"White rice, 2 kilograms",7.84
2024-08-01,Canada,"White rice, 2 kilograms",8.94
2017-01-01,Canada,"Wheat flour, 2.5 kilograms",4.67
2017-02-01,Canada,"Wheat flour, 2.5 kilograms",4.47
2017-03-01,Canada,"Wheat flour, 2.5 kilograms",4.61
2017-04-01,Canada,"Wheat flour, 2.5 kilograms",4.54
2017-05-01,Canada,"Wheat flour, 2.5 kilograms",4.65
2017-06-01,Canada,"Wheat flour, 2.5 kilograms",4.44
2017-07-01,Canada,"Wheat flour, 2.5 kilograms",4.66
2017-08-01,Canada,"Wheat flour, 2.5 kilograms",4.7
2017-09-01,Canada,"Wheat flour, 2.5 kilograms",4.45
2017-10-01,Canada,"Wheat flour, 2.5 kilograms",4.6
2017-11-01,Canada,"Wheat flour, 2.5 kilograms",4.22
2017-12-01,Canada,"Wheat flour, 2.5 kilograms",4.48
2018-01-01,Canada,"Wheat flour, 2.5 kilograms",4.63
2018-02-01,Canada,"Wheat flour, 2.5 kilograms",4.54
2018-03-01,Canada,"Wheat flour, 2.5 kilograms",4.54
2018-04-01,Canada,"Wheat flour, 2.5 kilograms",4.77
2018-05-01,Canada,"Wheat flour, 2.5 kilograms",4.83
2018-06-01,Canada,"Wheat flour, 2.5 kilograms",4.63
2018-07-01,Canada,"Wheat flour, 2.5 kilograms",4.72
2018-08-01,Canada,"Wheat flour, 2.5 kilograms",4.79
2018-09-01,Canada,"Wheat flour, 2.5 kilograms",4.63
2018-10-01,Canada,"Wheat flour, 2.5 kilograms",4.64
2018-11-01,Canada,"Wheat flour, 2.5 kilograms",4.35
2018-12-01,Canada,"Wheat flour, 2.5 kilograms",4.5
2019-01-01,Canada,"Wheat flour, 2.5 kilograms",4.83
2019-02-01,Canada,"Wheat flour, 2.5 kilograms",4.73
2019-03-01,Canada,"Wheat flour, 2.5 kilograms",4.73
2019-04-01,Canada,"Wheat flour, 2.5 kilograms",4.55
2019-05-01,Canada,"Wheat flour, 2.5 kilograms",4.71
2019-06-01,Canada,"Wheat flour, 2.5 kilograms",4.71
2019-07-01,Canada,"Wheat flour, 2.5 kilograms",4.65
2019-08-01,Canada,"Wheat flour, 2.5 kilograms",4.66
2019-09-01,Canada,"Wheat flour, 2.5 kilograms",4.53
2019-10-01,Canada,"Wheat flour, 2.5 kilograms",4.5
2019-11-01,Canada,"Wheat flour, 2.5 kilograms",4.43
2019-12-01,Canada,"Wheat flour, 2.5 kilograms",4.48
2020-01-01,Canada,"Wheat flour, 2.5 kilograms",4.67
2020-02-01,Canada,"Wheat flour, 2.5 kilograms",4.53
2020-03-01,Canada,"Wheat flour, 2.5 kilograms",4.74
2020-04-01,Canada,"Wheat flour, 2.5 kilograms",4.69
2020-05-01,Canada,"Wheat flour, 2.5 kilograms",5.36
2020-06-01,Canada,"Wheat flour, 2.5 kilograms",5.31
2020-07-01,Canada,"Wheat flour, 2.5 kilograms",5.08
2020-08-01,Canada,"Wheat flour, 2.5 kilograms",5.0
2020-09-01,Canada,"Wheat flour, 2.5 kilograms",4.8
2020-10-01,Canada,"Wheat flour, 2.5 kilograms",4.67
2020-11-01,Canada,"Wheat flour, 2.5 kilograms",4.61
2020-12-01,Canada,"Wheat flour, 2.5 kilograms",4.62
2021-01-01,Canada,"Wheat flour, 2.5 kilograms",4.79
2021-02-01,Canada,"Wheat flour, 2.5 kilograms",4.86
2021-03-01,Canada,"Wheat flour, 2.5 kilograms",4.63
2021-04-01,Canada,"Wheat flour, 2.5 kilograms",4.72
2021-05-01,Canada,"Wheat flour, 2.5 kilograms",4.93
2021-06-01,Canada,"Wheat flour, 2.5 kilograms",4.84
2021-07-01,Canada,"Wheat flour, 2.5 kilograms",4.94
2021-08-01,Canada,"Wheat flour, 2.5 kilograms",4.87
2021-09-01,Canada,"Wheat flour, 2.5 kilograms",4.62
2021-10-01,Canada,"Wheat flour, 2.5 kilograms",4.66
2021-11-01,Canada,"Wheat flour, 2.5 kilograms",4.74
2021-12-01,Canada,"Wheat flour, 2.5 kilograms",4.64
2022-01-01,Canada,"Wheat flour, 2.5 kilograms",4.8
2022-02-01,Canada,"Wheat flour, 2.5 kilograms",4.94
2022-03-01,Canada,"Wheat flour, 2.5 kilograms",5.26
2022-04-01,Canada,"Wheat flour, 2.5 kilograms",5.28
2022-05-01,Canada,"Wheat flour, 2.5 kilograms",5.36
2022-06-01,Canada,"Wheat flour, 2.5 kilograms",5.27
2022-07-01,Canada,"Wheat flour, 2.5 kilograms",5.51
2022-08-01,Canada,"Wheat flour, 2.5 kilograms",5.71
2022-09-01,Canada,"Wheat flour, 2.5 kilograms",5.65
2022-10-01,Canada,"Wheat flour, 2.5 kilograms",5.54
2022-11-01,Canada,"Wheat flour, 2.5 kilograms",5.45
2022-12-01,Canada,"Wheat flour, 2.5 kilograms",5.72
2023-01-01,Canada,"Wheat flour, 2.5 kilograms",5.75
2023-02-01,Canada,"Wheat flour, 2.5 kilograms",5.73
2023-03-01,Canada,"Wheat flour, 2.5 kilograms",5.69
2023-04-01,Canada,"Wheat flour, 2.5 kilograms",5.59
2023-05-01,Canada,"Wheat flour, 2.5 kilograms",5.77
2023-06-01,Canada,"Wheat flour, 2.5 kilograms",5.69
2023-07-01,Canada,"Wheat flour, 2.5 kilograms",5.79
2023-08-01,Canada,"Wheat flour, 2.5 kilograms",5.63
2023-09-01,Canada,"Wheat flour, 2.5 kilograms",5.58
2023-10-01,Canada,"Wheat flour, 2.5 kilograms",5.64
2023-11-01,Canada,"Wheat flour, 2.5 kilograms",5.46
2023-12-01,Canada,"Wheat flour, 2.5 kilograms",5.68
2024-01-01,Canada,"Wheat flour, 2.5 kilograms",5.65
2024-02-01,Canada,"Wheat flour, 2.5 kilograms",5.16
2024-03-01,Canada,"Wheat flour, 2.5 kilograms",4.18
2024-04-01,Canada,"Wheat flour, 2.5 kilograms",5.12
2024-05-01,Canada,"Wheat flour, 2.5 kilograms",5.22
2024-06-01,Canada,"Wheat flour, 2.5 kilograms",5.19
2024-07-01,Canada,"Wheat flour, 2.5 kilograms",5.31
2024-08-01,Canada,"Wheat flour, 2.5 kilograms",5.21
2017-01-01,Canada,"White sugar, 2 kilograms",2.12
2017-02-01,Canada,"White sugar, 2 kilograms",2.38
2017-03-01,Canada,"White sugar, 2 kilograms",2.31
2017-04-01,Canada,"White sugar, 2 kilograms",2.32
2017-05-01,Canada,"White sugar, 2 kilograms",2.56
2017-06-01,Canada,"White sugar, 2 kilograms",2.02
2017-07-01,Canada,"White sugar, 2 kilograms",2.45
2017-08-01,Canada,"White sugar, 2 kilograms",2.55
2017-09-01,Canada,"White sugar, 2 kilograms",2.08
2017-10-01,Canada,"White sugar, 2 kilograms",2.29
2017-11-01,Canada,"White sugar, 2 kilograms",2.07
2017-12-01,Canada,"White sugar, 2 kilograms",2.32
2018-01-01,Canada,"White sugar, 2 kilograms",2.16
2018-02-01,Canada,"White sugar, 2 kilograms",2.33
2018-03-01,Canada,"White sugar, 2 kilograms",2.1
2018-04-01,Canada,"White sugar, 2 kilograms",2.38
2018-05-01,Canada,"White sugar, 2 kilograms",2.06
2018-06-01,Canada,"White sugar, 2 kilograms",2.05
2018-07-01,Canada,"White sugar, 2 kilograms",2.43
2018-08-01,Canada,"White sugar, 2 kilograms",2.37
2018-09-01,Canada,"White sugar, 2 kilograms",2.15
2018-10-01,Canada,"White sugar, 2 kilograms",1.92
2018-11-01,Canada,"White sugar, 2 kilograms",2.03
2018-12-01,Canada,"White sugar, 2 kilograms",2.28
2019-01-01,Canada,"White sugar, 2 kilograms",2.18
2019-02-01,Canada,"White sugar, 2 kilograms",1.7
2019-03-01,Canada,"White sugar, 2 kilograms",2.26
2019-04-01,Canada,"White sugar, 2 kilograms",2.29
2019-05-01,Canada,"White sugar, 2 kilograms",2.3
2019-06-01,Canada,"White sugar, 2 kilograms",2.09
2019-07-01,Canada,"White sugar, 2 kilograms",2.32
2019-08-01,Canada,"White sugar, 2 kilograms",2.14
2019-09-01,Canada,"White sugar, 2 kilograms",2.14
2019-10-01,Canada,"White sugar, 2 kilograms",1.92
2019-11-01,Canada,"White sugar, 2 kilograms",2.09
2019-12-01,Canada,"White sugar, 2 kilograms",2.28
2020-01-01,Canada,"White sugar, 2 kilograms",2.27
2020-02-01,Canada,"White sugar, 2 kilograms",1.7
2020-03-01,Canada,"White sugar, 2 kilograms",2.28
2020-04-01,Canada,"White sugar, 2 kilograms",2.2
2020-05-01,Canada,"White sugar, 2 kilograms",2.09
2020-06-01,Canada,"White sugar, 2 kilograms",2.1
2020-07-01,Canada,"White sugar, 2 kilograms",2.1
2020-08-01,Canada,"White sugar, 2 kilograms",1.97
2020-09-01,Canada,"White sugar, 2 kilograms",1.79
2020-10-01,Canada,"White sugar, 2 kilograms",1.91
2020-11-01,Canada,"White sugar, 2 kilograms",2.05
2020-12-01,Canada,"White sugar, 2 kilograms",1.91
2021-01-01,Canada,"White sugar, 2 kilograms",2.13
2021-02-01,Canada,"White sugar, 2 kilograms",1.86
2021-03-01,Canada,"White sugar, 2 kilograms",1.88
2021-04-01,Canada,"White sugar, 2 kilograms",2.34
2021-05-01,Canada,"White sugar, 2 kilograms",2.33
2021-06-01,Canada,"White sugar, 2 kilograms",2.3
2021-07-01,Canada,"White sugar, 2 kilograms",2.24
2021-08-01,Canada,"White sugar, 2 kilograms",2.3
2021-09-01,Canada,"White sugar, 2 kilograms",2.02
2021-10-01,Canada,"White sugar, 2 kilograms",2.34
2021-11-01,Canada,"White sugar, 2 kilograms",2.35
2021-12-01,Canada,"White sugar, 2 kilograms",2.49
2022-01-01,Canada,"White sugar, 2 kilograms",2.39
2022-02-01,Canada,"White sugar, 2 kilograms",2.67
2022-03-01,Canada,"White sugar, 2 kilograms",2.51
2022-04-01,Canada,"White sugar, 2 kilograms",2.42
2022-05-01,Canada,"White sugar, 2 kilograms",2.66
2022-06-01,Canada,"White sugar, 2 kilograms",2.42
2022-07-01,Canada,"White sugar, 2 kilograms",2.49
2022-08-01,Canada,"White sugar, 2 kilograms",2.78
2022-09-01,Canada,"White sugar, 2 kilograms",2.52
2022-10-01,Canada,"White sugar, 2 kilograms",2.65
2022-11-01,Canada,"White sugar, 2 kilograms",2.29
2022-12-01,Canada,"White sugar, 2 kilograms",2.83
2023-01-01,Canada,"White sugar, 2 kilograms",2.93
2023-02-01,Canada,"White sugar, 2 kilograms",2.99
2023-03-01,Canada,"White sugar, 2 kilograms",2.44
2023-04-01,Canada,"White sugar, 2 kilograms",2.59
2023-05-01,Canada,"White sugar, 2 kilograms",2.93
2023-06-01,Canada,"White sugar, 2 kilograms",2.79
2023-07-01,Canada,"White sugar, 2 kilograms",2.89
2023-08-01,Canada,"White sugar, 2 kilograms",2.97
2023-09-01,Canada,"White sugar, 2 kilograms",2.45
2023-10-01,Canada,"White sugar, 2 kilograms",2.77
2023-11-01,Canada,"White sugar, 2 kilograms",2.92
2023-12-01,Canada,"White sugar, 2 kilograms",3.03
2024-01-01,Canada,"White sugar, 2 kilograms",3.16
2024-02-01,Canada,"White sugar, 2 kilograms",2.96
2024-03-01,Canada,"White sugar, 2 kilograms",2.63
2024-04-01,Canada,"White sugar, 2 kilograms",3.14
2024-05-01,Canada,"White sugar, 2 kilograms",3.01
2024-06-01,Canada,"White sugar, 2 kilograms",3.08
2024-07-01,Canada,"White sugar, 2 kilograms",2.61
2024-08-01,Canada,"White sugar, 2 kilograms",3.18
2017-01-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.81
2017-02-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.59
2017-03-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.81
2017-04-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.87
2017-05-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.93
2017-06-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.06
2017-07-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.91
2017-08-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.05
2017-09-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.91
2017-10-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.67
2017-11-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.78
2017-12-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.84
2018-01-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.62
2018-02-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.85
2018-03-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.99
2018-04-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.84
2018-05-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.9
2018-06-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.89
2018-07-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.08
2018-08-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.0
2018-09-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.94
2018-10-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.76
2018-11-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.75
2018-12-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.53
2019-01-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.85
2019-02-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.77
2019-03-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.71
2019-04-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.84
2019-05-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.89
2019-06-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.6
2019-07-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.85
2019-08-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.7
2019-09-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.62
2019-10-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.86
2019-11-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.17
2019-12-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.21
2020-01-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.48
2020-02-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.26
2020-03-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.4
2020-04-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.47
2020-05-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.63
2020-06-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.59
2020-07-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.49
2020-08-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.06
2020-09-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.21
2020-10-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.53
2020-11-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.41
2020-12-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.72
2021-01-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.2
2021-02-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.52
2021-03-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.48
2021-04-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.07
2021-05-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.17
2021-06-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.13
2021-07-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.52
2021-08-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.24
2021-09-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.07
2021-10-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.11
2021-11-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.38
2021-12-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.16
2022-01-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.18
2022-02-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.43
2022-03-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.33
2022-04-01,Newfoundland and Labrador,"Brown rice, 900 grams ",4.99
2022-05-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.05
2022-06-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.41
2022-07-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.75
2022-08-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.83
2022-09-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.82
2022-10-01,Newfoundland and Labrador,"Brown rice, 900 grams ",6.01
2022-11-01,Newfoundland and Labrador,"Brown rice, 900 grams ",6.09
2022-12-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.8
2023-01-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.61
2023-02-01,Newfoundland and Labrador,"Brown rice, 900 grams ",6.07
2023-03-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.93
2023-04-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.62
2023-05-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.89
2023-06-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.99
2023-07-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.64
2023-08-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.77
2023-09-01,Newfoundland and Labrador,"Brown rice, 900 grams ",5.5
