REF_DATE,GEO,Products,VALUE
2020-06-01,Canada,"Salmon, per kilogram",23.22
2020-07-01,Canada,"Salmon, per kilogram",22.87
2020-08-01,Canada,"Salmon, per kilogram",21.15
2020-09-01,Canada,"Salmon, per kilogram",20.99
2020-10-01,Canada,"Salmon, per kilogram",20.89
2020-11-01,Canada,"Salmon, per kilogram",20.71
2020-12-01,Canada,"Salmon, per kilogram",20.35
2021-01-01,Canada,"Salmon, per kilogram",22.04
2021-02-01,Canada,"Salmon, per kilogram",22.98
2021-03-01,Canada,"Salmon, per kilogram",21.98
2021-04-01,Canada,"Salmon, per kilogram",23.04
2021-05-01,Canada,"Salmon, per kilogram",22.37
2021-06-01,Canada,"Salmon, per kilogram",24.27
2021-07-01,Canada,"Salmon, per kilogram",24.49
2021-08-01,Canada,"Salmon, per kilogram",24.61
2021-09-01,Canada,"Salmon, per kilogram",24.51
2021-10-01,Canada,"Salmon, per kilogram",23.88
2021-11-01,Canada,"Salmon, per kilogram",24.34
2021-12-01,Canada,"Salmon, per kilogram",23.46
2022-01-01,Canada,"Salmon, per kilogram",26.58
2022-02-01,Canada,"Salmon, per kilogram",25.86
2022-03-01,Canada,"Salmon, per kilogram",26.51
2022-04-01,Canada,"Salmon, per kilogram",26.41
2022-05-01,Canada,"Salmon, per kilogram",29.16
2022-06-01,Canada,"Salmon, per kilogram",28.15
2022-07-01,Canada,"Salmon, per kilogram",26.75
2022-08-01,Canada,"Salmon, per kilogram",26.61
2022-09-01,Canada,"Salmon, per kilogram",26.43
2022-10-01,Canada,"Salmon, per kilogram",23.27
2022-11-01,Canada,"Salmon, per kilogram",25.59
2022-12-01,Canada,"Salmon, per kilogram",25.12
2023-01-01,Canada,"Salmon, per kilogram",28.93
2023-02-01,Canada,"Salmon, per kilogram",28.32
2023-03-01,Canada,"Salmon, per kilogram",29.1
2023-04-01,Canada,"Salmon, per kilogram",28.21
2023-05-01,Canada,"Salmon, per kilogram",29.09
2023-06-01,Canada,"Salmon, per kilogram",27.38
2023-07-01,Canada,"Salmon, per kilogram",26.07
2023-08-01,Canada,"Salmon, per kilogram",23.9
2023-09-01,Canada,"Salmon, per kilogram",26.14
2023-10-01,Canada,"Salmon, per kilogram",26.11
2023-11-01,Canada,"Salmon, per kilogram",24.21
2023-12-01,Canada,"Salmon, per kilogram",24.45
2024-01-01,Canada,"Salmon, per kilogram",27.11
2024-02-01,Canada,"Salmon, per kilogram",26.37
2024-03-01,Canada,"Salmon, per kilogram",25.97
2024-04-01,Canada,"Salmon, per kilogram",27.78
2024-05-01,Canada,"Salmon, per kilogram",26.52
2024-06-01,Canada,"Salmon, per kilogram",26.92
2024-07-01,Canada,"Salmon, per kilogram",27.28
2024-08-01,Canada,"Salmon, per kilogram",24.92
2017-01-01,Canada,"Shrimp, 300 grams",6.59
2017-02-01,Canada,"Shrimp, 300 grams",6.79
2017-03-01,Canada,"Shrimp, 300 grams",7.07
2017-04-01,Canada,"Shrimp, 300 grams",6.51
2017-05-01,Canada,"Shrimp, 300 grams",7.04
2017-06-01,Canada,"Shrimp, 300 grams",7.23
2017-07-01,Canada,"Shrimp, 300 grams",7.22
2017-08-01,Canada,"Shrimp, 300 grams",7.38
2017-09-01,Canada,"Shrimp, 300 grams",7.18
2017-10-01,Canada,"Shrimp, 300 grams",6.93
2017-11-01,Canada,"Shrimp, 300 grams",7.14
2017-12-01,Canada,"Shrimp, 300 grams",7.29
2018-01-01,Canada,"Shrimp, 300 grams",6.9
2018-02-01,Canada,"Shrimp, 300 grams",7.09
2018-03-01,Canada,"Shrimp, 300 grams",6.97
2018-04-01,Canada,"Shrimp, 300 grams",7.0
2018-05-01,Canada,"Shrimp, 300 grams",7.44
2018-06-01,Canada,"Shrimp, 300 grams",7.49
2018-07-01,Canada,"Shrimp, 300 grams",7.65
2018-08-01,Canada,"Shrimp, 300 grams",7.56
2018-09-01,Canada,"Shrimp, 300 grams",7.46
2018-10-01,Canada,"Shrimp, 300 grams",7.08
2018-11-01,Canada,"Shrimp, 300 grams",7.29
2018-12-01,Canada,"Shrimp, 300 grams",7.19
2019-01-01,Canada,"Shrimp, 300 grams",7.04
2019-02-01,Canada,"Shrimp, 300 grams",7.02
2019-03-01,Canada,"Shrimp, 300 grams",6.93
2019-04-01,Canada,"Shrimp, 300 grams",6.83
2019-05-01,Canada,"Shrimp, 300 grams",7.12
2019-06-01,Canada,"Shrimp, 300 grams",7.18
2019-07-01,Canada,"Shrimp, 300 grams",7.11
2019-08-01,Canada,"Shrimp, 300 grams",7.15
2019-09-01,Canada,"Shrimp, 300 grams",6.98
2019-10-01,Canada,"Shrimp, 300 grams",6.98
2019-11-01,Canada,"Shrimp, 300 grams",6.93
2019-12-01,Canada,"Shrimp, 300 grams",7.02
2020-01-01,Canada,"Shrimp, 300 grams",7.14
2020-02-01,Canada,"Shrimp, 300 grams",6.75
2020-03-01,Canada,"Shrimp, 300 grams",6.94
2020-04-01,Canada,"Shrimp, 300 grams",7.14
2020-05-01,Canada,"Shrimp, 300 grams",7.22
2020-06-01,Canada,"Shrimp, 300 grams",7.13
2020-07-01,Canada,"Shrimp, 300 grams",6.99
2020-08-01,Canada,"Shrimp, 300 grams",7.15
2020-09-01,Canada,"Shrimp, 300 grams",6.95
2020-10-01,Canada,"Shrimp, 300 grams",6.99
2020-11-01,Canada,"Shrimp, 300 grams",7.02
2020-12-01,Canada,"Shrimp, 300 grams",7.5
2021-01-01,Canada,"Shrimp, 300 grams",6.98
2021-02-01,Canada,"Shrimp, 300 grams",7.39
2021-03-01,Canada,"Shrimp, 300 grams",6.93
2021-04-01,Canada,"Shrimp, 300 grams",7.17
2021-05-01,Canada,"Shrimp, 300 grams",7.15
2021-06-01,Canada,"Shrimp, 300 grams",7.34
2021-07-01,Canada,"Shrimp, 300 grams",7.43
2021-08-01,Canada,"Shrimp, 300 grams",7.25
2021-09-01,Canada,"Shrimp, 300 grams",7.38
2021-10-01,Canada,"Shrimp, 300 grams",7.59
2021-11-01,Canada,"Shrimp, 300 grams",7.35
2021-12-01,Canada,"Shrimp, 300 grams",7.63
2022-01-01,Canada,"Shrimp, 300 grams",7.47
2022-02-01,Canada,"Shrimp, 300 grams",7.59
2022-03-01,Canada,"Shrimp, 300 grams",7.43
2022-04-01,Canada,"Shrimp, 300 grams",7.8
2022-05-01,Canada,"Shrimp, 300 grams",7.99
2022-06-01,Canada,"Shrimp, 300 grams",7.84
2022-07-01,Canada,"Shrimp, 300 grams",7.92
2022-08-01,Canada,"Shrimp, 300 grams",7.83
2022-09-01,Canada,"Shrimp, 300 grams",7.8
2022-10-01,Canada,"Shrimp, 300 grams",7.31
2022-11-01,Canada,"Shrimp, 300 grams",7.36
2022-12-01,Canada,"Shrimp, 300 grams",8.16
2023-01-01,Canada,"Shrimp, 300 grams",7.91
2023-02-01,Canada,"Shrimp, 300 grams",7.73
2023-03-01,Canada,"Shrimp, 300 grams",7.54
2023-04-01,Canada,"Shrimp, 300 grams",7.89
2023-05-01,Canada,"Shrimp, 300 grams",7.97
2023-06-01,Canada,"Shrimp, 300 grams",7.93
2023-07-01,Canada,"Shrimp, 300 grams",7.89
2023-08-01,Canada,"Shrimp, 300 grams",7.81
2023-09-01,Canada,"Shrimp, 300 grams",7.83
2023-10-01,Canada,"Shrimp, 300 grams",7.66
2023-11-01,Canada,"Shrimp, 300 grams",7.59
2023-12-01,Canada,"Shrimp, 300 grams",7.84
2024-01-01,Canada,"Shrimp, 300 grams",7.57
2024-02-01,Canada,"Shrimp, 300 grams",7.51
2024-03-01,Canada,"Shrimp, 300 grams",7.42
2024-04-01,Canada,"Shrimp, 300 grams",7.3
2024-05-01,Canada,"Shrimp, 300 grams",7.47
2024-06-01,Canada,"Shrimp, 300 grams",7.6
2024-07-01,Canada,"Shrimp, 300 grams",7.46
2024-08-01,Canada,"Shrimp, 300 grams",7.34
2017-01-01,Newfoundland and Labrador,"Salmon, per kilogram",20.53
2017-02-01,Newfoundland and Labrador,"Salmon, per kilogram",20.77
2017-03-01,Newfoundland and Labrador,"Salmon, per kilogram",21.3
2017-04-01,Newfoundland and Labrador,"Salmon, per kilogram",20.25
2017-05-01,Newfoundland and Labrador,"Salmon, per kilogram",21.11
2017-06-01,Newfoundland and Labrador,"Salmon, per kilogram",20.8
2017-07-01,Newfoundland and Labrador,"Salmon, per kilogram",20.55
2017-08-01,Newfoundland and Labrador,"Salmon, per kilogram",20.14
2017-09-01,Newfoundland and Labrador,"Salmon, per kilogram",20.05
2017-10-01,Newfoundland and Labrador,"Salmon, per kilogram",19.91
2017-11-01,Newfoundland and Labrador,"Salmon, per kilogram",19.82
2017-12-01,Newfoundland and Labrador,"Salmon, per kilogram",19.5
2018-01-01,Newfoundland and Labrador,"Salmon, per kilogram",20.06
2018-02-01,Newfoundland and Labrador,"Salmon, per kilogram",19.93
2018-03-01,Newfoundland and Labrador,"Salmon, per kilogram",20.11
2018-04-01,Newfoundland and Labrador,"Salmon, per kilogram",20.32
2018-05-01,Newfoundland and Labrador,"Salmon, per kilogram",20.28
2018-06-01,Newfoundland and Labrador,"Salmon, per kilogram",20.43
2018-07-01,Newfoundland and Labrador,"Salmon, per kilogram",21.19
2018-08-01,Newfoundland and Labrador,"Salmon, per kilogram",20.77
2018-09-01,Newfoundland and Labrador,"Salmon, per kilogram",19.92
2018-10-01,Newfoundland and Labrador,"Salmon, per kilogram",20.27
2018-11-01,Newfoundland and Labrador,"Salmon, per kilogram",21.16
2018-12-01,Newfoundland and Labrador,"Salmon, per kilogram",20.19
2019-01-01,Newfoundland and Labrador,"Salmon, per kilogram",20.96
2019-02-01,Newfoundland and Labrador,"Salmon, per kilogram",20.85
2019-03-01,Newfoundland and Labrador,"Salmon, per kilogram",21.13
2019-04-01,Newfoundland and Labrador,"Salmon, per kilogram",20.48
2019-05-01,Newfoundland and Labrador,"Salmon, per kilogram",20.49
2019-06-01,Newfoundland and Labrador,"Salmon, per kilogram",20.54
2019-07-01,Newfoundland and Labrador,"Salmon, per kilogram",20.4
2019-08-01,Newfoundland and Labrador,"Salmon, per kilogram",20.62
2019-09-01,Newfoundland and Labrador,"Salmon, per kilogram",20.13
2019-10-01,Newfoundland and Labrador,"Salmon, per kilogram",19.93
2019-11-01,Newfoundland and Labrador,"Salmon, per kilogram",20.76
2019-12-01,Newfoundland and Labrador,"Salmon, per kilogram",19.9
2020-01-01,Newfoundland and Labrador,"Salmon, per kilogram",20.36
2020-02-01,Newfoundland and Labrador,"Salmon, per kilogram",22.15
2020-03-01,Newfoundland and Labrador,"Salmon, per kilogram",22.87
2020-04-01,Newfoundland and Labrador,"Salmon, per kilogram",22.16
2020-05-01,Newfoundland and Labrador,"Salmon, per kilogram",22.46
2020-06-01,Newfoundland and Labrador,"Salmon, per kilogram",22.31
2020-07-01,Newfoundland and Labrador,"Salmon, per kilogram",21.3
2020-08-01,Newfoundland and Labrador,"Salmon, per kilogram",20.61
2020-09-01,Newfoundland and Labrador,"Salmon, per kilogram",21.37
2020-10-01,Newfoundland and Labrador,"Salmon, per kilogram",21.62
2020-11-01,Newfoundland and Labrador,"Salmon, per kilogram",22.38
2020-12-01,Newfoundland and Labrador,"Salmon, per kilogram",18.55
2021-01-01,Newfoundland and Labrador,"Salmon, per kilogram",21.56
2021-02-01,Newfoundland and Labrador,"Salmon, per kilogram",21.32
2021-03-01,Newfoundland and Labrador,"Salmon, per kilogram",21.8
2021-04-01,Newfoundland and Labrador,"Salmon, per kilogram",21.33
2021-05-01,Newfoundland and Labrador,"Salmon, per kilogram",21.82
2021-06-01,Newfoundland and Labrador,"Salmon, per kilogram",21.99
2021-07-01,Newfoundland and Labrador,"Salmon, per kilogram",22.34
2021-08-01,Newfoundland and Labrador,"Salmon, per kilogram",22.35
2021-09-01,Newfoundland and Labrador,"Salmon, per kilogram",22.21
2021-10-01,Newfoundland and Labrador,"Salmon, per kilogram",22.43
2021-11-01,Newfoundland and Labrador,"Salmon, per kilogram",22.22
2021-12-01,Newfoundland and Labrador,"Salmon, per kilogram",21.46
2022-01-01,Newfoundland and Labrador,"Salmon, per kilogram",23.58
2022-02-01,Newfoundland and Labrador,"Salmon, per kilogram",23.39
2022-03-01,Newfoundland and Labrador,"Salmon, per kilogram",23.58
2022-04-01,Newfoundland and Labrador,"Salmon, per kilogram",23.65
2022-05-01,Newfoundland and Labrador,"Salmon, per kilogram",25.83
2022-06-01,Newfoundland and Labrador,"Salmon, per kilogram",26.01
2022-07-01,Newfoundland and Labrador,"Salmon, per kilogram",26.57
2022-08-01,Newfoundland and Labrador,"Salmon, per kilogram",26.29
2022-09-01,Newfoundland and Labrador,"Salmon, per kilogram",25.66
2022-10-01,Newfoundland and Labrador,"Salmon, per kilogram",22.89
2022-11-01,Newfoundland and Labrador,"Salmon, per kilogram",23.71
2022-12-01,Newfoundland and Labrador,"Salmon, per kilogram",22.41
2023-01-01,Newfoundland and Labrador,"Salmon, per kilogram",24.63
2023-02-01,Newfoundland and Labrador,"Salmon, per kilogram",25.01
2023-03-01,Newfoundland and Labrador,"Salmon, per kilogram",25.97
2023-04-01,Newfoundland and Labrador,"Salmon, per kilogram",24.38
2023-05-01,Newfoundland and Labrador,"Salmon, per kilogram",27.17
2023-06-01,Newfoundland and Labrador,"Salmon, per kilogram",27.74
2023-07-01,Newfoundland and Labrador,"Salmon, per kilogram",28.03
2023-08-01,Newfoundland and Labrador,"Salmon, per kilogram",26.52
2023-09-01,Newfoundland and Labrador,"Salmon, per kilogram",26.67
2023-10-01,Newfoundland and Labrador,"Salmon, per kilogram",26.24
2023-11-01,Newfoundland and Labrador,"Salmon, per kilogram",25.86
2023-12-01,Newfoundland and Labrador,"Salmon, per kilogram",24.53
2024-01-01,Newfoundland and Labrador,"Salmon, per kilogram",25.99
2024-02-01,Newfoundland and Labrador,"Salmon, per kilogram",25.62
2024-03-01,Newfoundland and Labrador,"Salmon, per kilogram",26.13
2024-04-01,Newfoundland and Labrador,"Salmon, per kilogram",27.42
2024-05-01,Newfoundland and Labrador,"Salmon, per kilogram",26.08
2024-06-01,Newfoundland and Labrador,"Salmon, per kilogram",26.58
2024-07-01,Newfoundland and Labrador,"Salmon, per kilogram",26.76
2024-08-01,Newfoundland and Labrador,"Salmon, per kilogram",26.02
2017-01-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.3
2017-02-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.63
2017-03-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.87
2017-04-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.66
2017-05-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.74
2017-06-01,Newfoundland and Labrador,"Shrimp, 300 grams",8.09
2017-07-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.36
2017-08-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.11
2017-09-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.51
2017-10-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.73
2017-11-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.8
2017-12-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.34
2018-01-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.35
2018-02-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.99
2018-03-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.35
2018-04-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.84
2018-05-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.02
2018-06-01,Newfoundland and Labrador,"Shrimp, 300 grams",8.48
2018-07-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.47
2018-08-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.73
2018-09-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.61
2018-10-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.7
2018-11-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.98
2018-12-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.53
2019-01-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.67
2019-02-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.59
2019-03-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.68
2019-04-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.58
2019-05-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.36
2019-06-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.94
2019-07-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.62
2019-08-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.94
2019-09-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.98
2019-10-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.81
2019-11-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.8
2019-12-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.95
2020-01-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.0
2020-02-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.61
2020-03-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.54
2020-04-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.56
2020-05-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.94
2020-06-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.42
2020-07-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.23
2020-08-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.57
2020-09-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.96
2020-10-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.74
2020-11-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.89
2020-12-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.8
2021-01-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.14
2021-02-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.59
2021-03-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.16
2021-04-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.71
2021-05-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.91
2021-06-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.56
2021-07-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.62
2021-08-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.72
2021-09-01,Newfoundland and Labrador,"Shrimp, 300 grams",6.9
2021-10-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.5
2021-11-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.55
2021-12-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.72
2022-01-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.3
2022-02-01,Newfoundland and Labrador,"Shrimp, 300 grams",8.05
2022-03-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.54
2022-04-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.84
2022-05-01,Newfoundland and Labrador,"Shrimp, 300 grams",8.31
2022-06-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.98
2022-07-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.8
2022-08-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.77
2022-09-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.53
2022-10-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.8
2022-11-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.3
2022-12-01,Newfoundland and Labrador,"Shrimp, 300 grams",8.22
2023-01-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.83
2023-02-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.45
2023-03-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.81
2023-04-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.59
2023-05-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.75
2023-06-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.79
2023-07-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.69
2023-08-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.81
2023-09-01,Newfoundland and Labrador,"Shrimp, 300 grams",8.16
2023-10-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.63
2023-11-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.72
2023-12-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.42
2024-01-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.61
2024-02-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.33
2024-03-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.36
2024-04-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.07
2024-05-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.51
2024-06-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.6
2024-07-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.34
2024-08-01,Newfoundland and Labrador,"Shrimp, 300 grams",7.11
2017-01-01,Prince Edward Island,"Salmon, per kilogram",19.92
2017-02-01,Prince Edward Island,"Salmon, per kilogram",20.17
2017-03-01,Prince Edward Island,"Salmon, per kilogram",19.8
2017-04-01,Prince Edward Island,"Salmon, per kilogram",19.3
2017-05-01,Prince Edward Island,"Salmon, per kilogram",19.85
2017-06-01,Prince Edward Island,"Salmon, per kilogram",20.33
2017-07-01,Prince Edward Island,"Salmon, per kilogram",20.61
2017-08-01,Prince Edward Island,"Salmon, per kilogram",20.3
2017-09-01,Prince Edward Island,"Salmon, per kilogram",19.61
2017-10-01,Prince Edward Island,"Salmon, per kilogram",19.27
2017-11-01,Prince Edward Island,"Salmon, per kilogram",19.56
2017-12-01,Prince Edward Island,"Salmon, per kilogram",19.6
2018-01-01,Prince Edward Island,"Salmon, per kilogram",19.67
2018-02-01,Prince Edward Island,"Salmon, per kilogram",19.18
2018-03-01,Prince Edward Island,"Salmon, per kilogram",20.17
2018-04-01,Prince Edward Island,"Salmon, per kilogram",20.04
2018-05-01,Prince Edward Island,"Salmon, per kilogram",20.13
2018-06-01,Prince Edward Island,"Salmon, per kilogram",20.25
2018-07-01,Prince Edward Island,"Salmon, per kilogram",20.79
2018-08-01,Prince Edward Island,"Salmon, per kilogram",20.54
2018-09-01,Prince Edward Island,"Salmon, per kilogram",20.33
2018-10-01,Prince Edward Island,"Salmon, per kilogram",20.72
2018-11-01,Prince Edward Island,"Salmon, per kilogram",20.81
2018-12-01,Prince Edward Island,"Salmon, per kilogram",20.73
2019-01-01,Prince Edward Island,"Salmon, per kilogram",21.5
2019-02-01,Prince Edward Island,"Salmon, per kilogram",20.19
2019-03-01,Prince Edward Island,"Salmon, per kilogram",20.89
2019-04-01,Prince Edward Island,"Salmon, per kilogram",20.03
2019-05-01,Prince Edward Island,"Salmon, per kilogram",20.54
2019-06-01,Prince Edward Island,"Salmon, per kilogram",20.66
2019-07-01,Prince Edward Island,"Salmon, per kilogram",21.24
2019-08-01,Prince Edward Island,"Salmon, per kilogram",21.69
2019-09-01,Prince Edward Island,"Salmon, per kilogram",20.4
2019-10-01,Prince Edward Island,"Salmon, per kilogram",20.11
2019-11-01,Prince Edward Island,"Salmon, per kilogram",20.84
2019-12-01,Prince Edward Island,"Salmon, per kilogram",20.49
2020-01-01,Prince Edward Island,"Salmon, per kilogram",21.29
2020-02-01,Prince Edward Island,"Salmon, per kilogram",21.43
2020-03-01,Prince Edward Island,"Salmon, per kilogram",22.07
2020-04-01,Prince Edward Island,"Salmon, per kilogram",21.26
2020-05-01,Prince Edward Island,"Salmon, per kilogram",21.37
2020-06-01,Prince Edward Island,"Salmon, per kilogram",20.85
2020-07-01,Prince Edward Island,"Salmon, per kilogram",21.22
2020-08-01,Prince Edward Island,"Salmon, per kilogram",20.76
2020-09-01,Prince Edward Island,"Salmon, per kilogram",20.09
2020-10-01,Prince Edward Island,"Salmon, per kilogram",19.53
2020-11-01,Prince Edward Island,"Salmon, per kilogram",20.36
2020-12-01,Prince Edward Island,"Salmon, per kilogram",19.17
2021-01-01,Prince Edward Island,"Salmon, per kilogram",22.01
2021-02-01,Prince Edward Island,"Salmon, per kilogram",21.76
2021-03-01,Prince Edward Island,"Salmon, per kilogram",21.56
2021-04-01,Prince Edward Island,"Salmon, per kilogram",22.3
2021-05-01,Prince Edward Island,"Salmon, per kilogram",21.88
2021-06-01,Prince Edward Island,"Salmon, per kilogram",22.01
2021-07-01,Prince Edward Island,"Salmon, per kilogram",23.14
2021-08-01,Prince Edward Island,"Salmon, per kilogram",22.99
2021-09-01,Prince Edward Island,"Salmon, per kilogram",22.58
2021-10-01,Prince Edward Island,"Salmon, per kilogram",22.03
2021-11-01,Prince Edward Island,"Salmon, per kilogram",21.54
2021-12-01,Prince Edward Island,"Salmon, per kilogram",20.34
2022-01-01,Prince Edward Island,"Salmon, per kilogram",24.0
2022-02-01,Prince Edward Island,"Salmon, per kilogram",23.35
2022-03-01,Prince Edward Island,"Salmon, per kilogram",24.15
2022-04-01,Prince Edward Island,"Salmon, per kilogram",24.46
2022-05-01,Prince Edward Island,"Salmon, per kilogram",26.87
2022-06-01,Prince Edward Island,"Salmon, per kilogram",27.7
2022-07-01,Prince Edward Island,"Salmon, per kilogram",28.93
2022-08-01,Prince Edward Island,"Salmon, per kilogram",28.89
2022-09-01,Prince Edward Island,"Salmon, per kilogram",25.48
2022-10-01,Prince Edward Island,"Salmon, per kilogram",24.98
2022-11-01,Prince Edward Island,"Salmon, per kilogram",24.6
2022-12-01,Prince Edward Island,"Salmon, per kilogram",23.97
2023-01-01,Prince Edward Island,"Salmon, per kilogram",26.1
2023-02-01,Prince Edward Island,"Salmon, per kilogram",25.66
